experiment,gt1_x,gt1_y,gt1_z,track1_x,track1_y,track1_z,track1_id,track1_conf,gt2_x,gt2_y,gt2_z,track2_x,track2_y,track2_z,track2_id,track2_conf,unmatched_trks,n_dets,n_trks,delta_t
mocap_cam_1,2.065581860155014,1.203927803509321,1.008603832744009,,,,,,0.7825133460582772,-1.012588016760393,0.9589924222564146,0.7103836741118649,-0.8781326196776619,1.3232536250132017,0,1.0,0,1,1,564070808
mocap_cam_1,2.069781275162747,1.2011608660742097,1.0078978541352184,2.0399286477459837,1.1425229543189224,1.7432838094191085,1,1.0,0.7825133460582772,-1.012588016760393,0.9589924222564146,0.7111304510859564,-0.8778421416260559,1.3247314453703096,0,0.9,0,1,2,1037718
mocap_cam_1,2.069781275162747,1.2011608660742097,1.0078978541352184,1.7735037532910318,1.408918870908752,1.5662107628609956,1,1.0,0.7848882135190485,-1.0121419046947275,0.959024943233424,0.6849174693554589,-0.888038352976998,1.2728577543410136,0,0.8,0,1,2,745481
mocap_cam_1,2.0785599876507193,1.195416984162434,1.006509263427757,1.6972820371001593,1.4828137604236882,1.5134471086164472,1,1.0,0.7894398300890973,-1.0112949337723365,0.9589521139841928,,,,,,0,1,2,748457
mocap_cam_1,2.0869744174977547,1.1896093720164052,1.0045536629263325,1.6693365559230346,1.5036020523654274,1.477787875189565,1,1.0,0.794172790072315,-1.0102099123679236,0.9588440474990029,,,,,,0,1,2,754859
mocap_cam_1,2.0915185438043706,1.1863783890789337,1.0036633043599221,1.6655780079280982,1.50736914849763,1.4753372067865769,1,0.9,0.7965948916322214,-1.0095989799654959,0.9587364642035743,0.6138252341588002,-0.9205051144332895,1.1124016181543819,0,0.9668289184570312,0,1,2,756081
mocap_cam_1,2.108081949491203,1.173782265056318,0.99908111882736,1.7049094693375537,1.4679482347966337,1.500982314910607,1,0.8,0.8066779774449838,-1.0075320458013246,0.9586349669282878,0.8268720688962037,-0.8431511469236612,1.497495859146143,0,1.0,0,1,2,850792
mocap_cam_1,2.108081949491203,1.173782265056318,0.99908111882736,,,,,,0.8066779774449838,-1.0075320458013246,0.9586349669282878,0.662948863858673,-0.9141893868361797,1.1152017173078945,0,1.0,0,1,2,599493
mocap_cam_1,2.1121202542395103,1.1705573079969964,0.9978918656105761,1.9068211614949595,1.2705622581865923,1.6283952651927078,1,1.0,0.8091137832358274,-1.0070567159702786,0.9586122074172939,0.8272798298932736,-0.8471963605889333,1.4663408696889313,0,0.9,0,1,2,670378
mocap_cam_1,2.126141054877906,1.1597924193746847,0.9949988690174574,1.7459126579785313,1.4286080857396168,1.526224090418362,1,0.9,0.8161219037947243,-1.0056225979538134,0.9585559379275502,0.6670929452175081,-0.9197249006163396,1.0753486815335171,0,0.9891910552978516,0,1,2,916678
