experiment,gt1_x,gt1_y,gt1_z,track1_x,track1_y,track1_z,track1_id,track1_conf,gt2_x,gt2_y,gt2_z,track2_x,track2_y,track2_z,track2_id,track2_conf,unmatched_trks,n_dets,n_trks,delta_t
mocap_cam_2,-1.1630802285560748,-1.8018883582666505,0.9836422265344074,-1.1805699604648294,-1.8203912289834738,1.7306132112268477,0,1.0,0.270699392123572,1.4385848417034957,0.9888414188010288,,,,,,0,1,1,1415950
mocap_cam_2,-1.1630802285560748,-1.8018883582666505,0.9836422265344074,-1.1464153979773257,-1.9211565112383067,1.1968476039701224,0,1.0,0.270699392123572,1.4385848417034957,0.9888414188010288,,,,,,0,1,1,945703
mocap_cam_2,-1.1663115215427349,-1.7704839948669304,0.9779027890441959,-1.1487540808848067,-1.914256758288373,1.2333964106705195,0,0.9,0.27165285323039884,1.4208563886745171,0.989829653704669,0.4116265920647899,1.273749785672028,1.7041183074836939,1,1.0,0,1,2,1026748
mocap_cam_2,-1.1663115215427349,-1.7704839948669304,0.9779027890441959,-1.160861985379447,-1.858687822794095,1.4280469170452303,0,1.0,0.27165285323039884,1.4208563886745171,0.989829653704669,0.41162659206478996,1.2737497856720277,1.704118307483694,1,0.9,0,1,2,1040153
mocap_cam_2,-1.1661894127776233,-1.763023776763749,0.9765643343646918,-1.154875491202469,-1.8820123363009666,1.3329413907273293,0,0.9,0.27148465739498834,1.4165006110777592,0.9903338584199936,0.2725618253220408,1.445076170832722,1.4638959733335384,1,0.9986328125,0,1,2,1034723
mocap_cam_2,-1.1694995378340642,-1.734510136554582,0.9717777311261463,-1.1624035548564555,-1.8526815765629496,1.452537340343438,0,0.8,0.27116518145428925,1.4000423163196762,0.989397758166934,0.3552906787242967,1.334910024621577,1.6029697934086877,1,1.0,0,1,2,1466927
mocap_cam_2,-1.1703571109623938,-1.7299707040481347,0.9714380968020296,-1.1644929101568025,-1.7943420120631903,1.565659336750703,0,1.0,0.27106158451751916,1.3973301107960292,0.9888868639198968,0.356610606177557,1.333192070952033,1.6052071683928755,1,0.9,0,1,2,1225306
mocap_cam_2,-1.1703571109623938,-1.7299707040481347,0.9714380968020296,-1.1469320774674567,-1.9097958498211756,1.1643867609314116,0,1.0,0.27106158451751916,1.3973301107960292,0.9888868639198968,0.3096034501516871,1.3943743094076395,1.5255265505601983,1,0.8,0,1,2,1077043
mocap_cam_2,-1.1703571109623938,-1.7299707040481347,0.9714380968020296,-1.1343286052449417,-1.9223473895524135,1.0596274650795359,0,1.0,0.27106158451751916,1.3973301107960292,0.9888868639198968,,,,,,0,1,2,941735
mocap_cam_2,-1.174618114534733,-1.6949671330944212,0.9658553510371422,-1.128129767462722,-1.9245042006709203,1.019490202488821,0,1.0,0.26996220914670865,1.3750084376968992,0.9835593449621314,,,,,,0,1,2,1545997
mocap_cam_2,-1.175523117485127,-1.6837863152440862,0.9642317682070677,-1.1588344802448949,-1.791291838890444,1.5328919676270238,0,0.9,0.2692502822997785,1.367309914323621,0.9813611853493135,0.394628675519322,1.260957989582671,1.6614443514882962,1,1.0,0,1,2,1306090
mocap_cam_2,-1.175792192021261,-1.6779782278670767,0.9635626745534221,-1.1516797213846979,-1.712388854701703,1.6305870722309452,0,1.0,0.26895189417635407,1.3631756026590194,0.9803039390812192,0.3946275727647368,1.2609596956315272,1.6614425798966197,1,0.9,0,1,2,1071082
mocap_cam_2,-1.1806832962102483,-1.616176125873086,0.9594442053891846,-1.1572728444112883,-1.6650177896415144,1.7697800130353785,0,0.9,0.2671623888278011,1.3188937121693711,0.9722368363083814,0.41315507167784976,1.205978756721362,1.6862417587739125,1,1.0,0,1,2,1480413
