experiment,robot_x,robot_y,robot_z,gt1_x,gt1_y,gt1_z,track1_x,track1_y,track1_z,track1_id,track1_conf,gt2_x,gt2_y,gt2_z,track2_x,track2_y,track2_z,track2_id,track2_conf,unmatched_trks,n_dets,n_trks,delta_t
mocap_robot_static_2,-2.7746520816280538,2.5207493852359386,0.35299458131986944,-0.41569587895154025,3.4462479241697306,1.0298741085678436,-0.3516036642547201,3.4558666058253715,1.5418147028850697,0,1.0,-1.6144307569171377,0.04890707910169926,0.939998226090124,,,,,,0,1,1,1117053
mocap_robot_static_2,-2.7747736434570784,2.5207631003817825,0.35324677377239866,-0.41739510405235364,3.4453736200603498,1.0298979139755196,-0.35160366425472006,3.4558666058253706,1.5418147028850693,0,0.9,-1.6174010095133373,0.051379262986527036,0.9397603824092748,,,,,,0,0,1,399846
mocap_robot_static_2,-2.7747736434570784,2.5207631003817825,0.35324677377239866,-0.41739510405235364,3.4453736200603498,1.0298979139755196,-0.35160366425472,3.45586660582537,1.541814702885069,0,0.8,-1.6174010095133373,0.051379262986527036,0.9397603824092748,-1.6563739028116065,0.02106456565010646,1.698087808384335,1,1.0,0,1,2,1541744
mocap_robot_static_2,-2.7747736434570784,2.5207631003817825,0.35324677377239866,-0.4173741818589888,3.4452741364156023,1.029815043470089,-0.3524908118542717,3.455418287388159,1.5417031763157487,0,1.0,-1.617796219455337,0.051679750385173404,0.9397699719631494,-1.6563739028116065,0.021064565650106455,1.698087808384335,1,0.9,0,1,2,1104122
mocap_robot_static_2,-2.7744863555661583,2.5206354013668766,0.3531114780942216,-0.4182005482612744,3.444877882041955,1.0295078425813449,-0.3524209165345042,3.4554536088617693,1.5417119631120262,0,0.9,-1.6195545249347902,0.052982956385403374,0.9397470864282393,-1.6563739028116062,0.02106456565010645,1.6980878083843347,1,0.8,0,0,2,802537
mocap_robot_static_2,-2.7746048910880883,2.5209315265415073,0.35329742795807595,-0.4195386067152065,3.4440318008518562,1.0292541107888171,-0.35252526875752715,3.455400874654329,1.541698844612421,0,0.8,-1.622177642608274,0.054596363387832754,0.9394726003224871,-1.6600975837718983,0.02738429444575911,1.6975457598866301,1,1.0,0,1,2,1361644
mocap_robot_static_2,-2.7746048910880883,2.5209315265415073,0.35329742795807595,-0.4195386067152065,3.4440318008518562,1.0292541107888171,-0.3540318443561565,3.4545682822910737,1.5416368317538,0,1.0,-1.6227505173561763,0.05499165100051095,0.9394571604873693,-1.6600976157423464,0.02738434870512385,1.6975457552327582,1,0.9,0,1,2,659079
mocap_robot_static_2,-2.7749314942844507,2.5210292807431185,0.3533980294080495,-0.420753936530077,3.4432400455791226,1.0291009005375822,-0.3534178993461296,3.4549031803379076,1.541669954971403,0,0.9,-1.6257002576421782,0.05686122061051024,0.9393438225772947,-1.6596436432357804,0.02661387906694161,1.697611839066956,1,0.8,0,0,2,1048729
mocap_robot_static_2,-2.7749314942844507,2.5210292807431185,0.3533980294080495,-0.420753936530077,3.4432400455791226,1.0291009005375822,-0.35349381651182993,3.454861768631486,1.541665859130964,0,0.8,-1.6257002576421782,0.05686122061051024,0.9393438225772947,,,,,,0,0,2,726397
mocap_robot_static_2,-2.774793684565788,2.5207657642078853,0.35325508117172877,-0.4218974619405973,3.442230979157993,1.0289194717072225,,,,,,-1.6283511610628036,0.058510557238587495,0.9393100245457098,-1.6661166466691906,0.03726657308891733,1.6966452260877531,1,1.0,0,1,2,854029
