experiment,robot_x,robot_y,robot_z,gt1_x,gt1_y,gt1_z,track1_x,track1_y,track1_z,track1_id,track1_conf,gt2_x,gt2_y,gt2_z,track2_x,track2_y,track2_z,track2_id,track2_conf,unmatched_trks,n_dets,n_trks,delta_t
mocap_robot_moving_4,-1.073654371292707,0.9757995256213902,0.3555216606576024,-1.6407099366440852,-2.1802779832987573,0.9869880678552243,-1.7080181100602594,-2.2341332805332037,1.5019936489136436,0,1.0,0.4789416214878728,2.318087151107339,0.9426584628548786,,,,,,0,1,1,1373540
mocap_robot_moving_4,-2.2963001623220594,1.9117220589422823,0.3524745592490771,-1.6406967533016086,-2.1804680913643564,0.986979930453778,-1.7080181100602592,-2.2341332805332033,1.5019936489136438,0,0.9,0.4778003066861251,2.3205779674998346,0.9426498587817501,0.5147391939277032,2.355894199175715,1.6904854968217373,1,1.0,0,1,2,1272166
mocap_robot_moving_4,-2.2963001623220594,1.9117220589422823,0.3524745592490771,-1.6406967533016086,-2.1804680913643564,0.986979930453778,-1.7078849910014458,-2.234603009237192,1.5018976122733945,0,1.0,0.477601989099182,2.3209677089902705,0.942730194423034,0.5147391939277033,2.3558941991757147,1.6904854968217373,1,0.9,0,1,2,1318080
mocap_robot_moving_4,-2.2962276838351268,1.9116844327131954,0.352227381857277,-1.6403722779392704,-2.182131787754381,0.9871387924906417,-1.7078836731809104,-2.234607659346182,1.501896661552605,0,0.9,0.4753667154876434,2.324266209912735,0.9419747418305117,0.5127877591968526,2.3581861148944525,1.6911935123922082,1,1.0,0,1,2,1416357
mocap_robot_moving_4,-2.2962276838351268,1.9116844327131954,0.352227381857277,-1.6403722779392704,-2.182131787754381,0.9871387924906417,-1.7076092376152483,-2.2349345593815757,1.5016838773151053,0,1.0,0.475053283746901,2.3246872776584016,0.9420349945928552,0.5127877333618209,2.3581861452371093,1.6911935217656218,1,0.9,0,1,2,1350648
mocap_robot_moving_4,-2.2963465231069704,1.9118041309582656,0.35253132773647305,-1.6397234146372168,-2.1838030436661917,0.9871892055392236,-1.7075902502670361,-2.2349602548356304,1.50166922643742,0,0.9,0.47170465661130556,2.3285623682206964,0.9409856769237901,0.5106581653263874,2.360197829889663,1.6906424779882125,1,1.0,0,1,2,1547636
mocap_robot_moving_4,-2.2963443048760506,1.911711774240004,0.3524868560997469,-1.6397234146372168,-2.1838030436661917,0.9871892055392236,-1.7071052300899345,-2.235378035924821,1.5014915476214044,0,1.0,0.47127614589335765,2.3290584656442044,0.9408863447807042,0.5106580452464334,2.360197947654159,1.6906424586312874,1,0.9,0,1,2,1187375
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,-1.7075296265205677,-2.2349716149835124,1.5016806804647644,0,0.9,0.46723047827877057,2.3335844420949883,0.9397525673310491,0.5116301925252612,2.3592445459340214,1.690799169067592,1,0.8,0,0,2,1196925
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,-1.707497272150771,-2.2350025989703677,1.5016662616961014,0,0.8,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,2,863161
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,2,700678
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,2,659092
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,2,655535
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,2,700988
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,2,670513
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,1,649314
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,0,575320
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,0,408509
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,0,710305
mocap_robot_moving_4,-2.2963750194337806,1.9117875444090426,0.3525494866313566,-1.639128179207716,-2.185272964337616,0.9870853906289375,,,,,,0.46723047827877057,2.3335844420949883,0.9397525673310491,,,,,,0,0,0,752961
mocap_robot_moving_4,-2.265594062467272,1.8852027704195933,0.3525887957475128,-1.625646193245863,-2.1985433823109446,0.9862473111747774,,,,,,0.43909215803986923,2.378217197432451,0.9368763360048542,0.4833618853150831,2.417883965415261,1.6906499606028946,2,1.0,0,1,1,1015877
mocap_robot_moving_4,-2.265594062467272,1.8852027704195933,0.3525887957475128,-1.625646193245863,-2.1985433823109446,0.9862473111747774,-1.692713326785626,-2.2412845985815797,1.4981597310023573,3,1.0,0.4393787637293066,2.3789579554453804,0.9373479831624196,0.4833618853150831,2.417883965415261,1.6906499606028946,2,0.9,0,1,2,1124444
mocap_robot_moving_4,-2.255946388510017,1.877161171358323,0.35283626605547863,-1.6218504959830784,-2.1998788790819415,0.985122962140602,-1.6927133267856256,-2.241284598581579,1.4981597310023573,3,0.9,0.4425822245788885,2.3850431125134963,0.9386658898656295,0.4803084848643067,2.421483406631417,1.6892535984397747,2,1.0,0,1,2,1548012
mocap_robot_moving_4,-2.255946388510017,1.877161171358323,0.35283626605547863,-1.6218504959830784,-2.1998788790819415,0.985122962140602,-1.6896659192160182,-2.2401680690221513,1.4981274856394096,3,1.0,0.44320580524138586,2.3855134839681646,0.9385357690456625,0.48030843492085606,2.421483465506274,1.6892535755999452,2,0.9,0,1,2,1196375
mocap_robot_moving_4,-2.24694212652434,1.869391555484806,0.3527750846303651,-1.6145072205087998,-2.2001337676825226,0.9825173001453379,-1.6896357453529904,-2.240157013720481,1.4981271663624034,3,0.9,0.44814649941514173,2.3880630452563247,0.9414159189467624,0.47659521365353563,2.4248386357379115,1.6882215296228213,2,1.0,0,1,2,1744248
mocap_robot_moving_4,-2.24694212652434,1.869391555484806,0.3527750846303651,-1.6145072205087998,-2.2001337676825226,0.9825173001453379,-1.6850556925667874,-2.237919403627684,1.498068717599471,3,1.0,0.4485212572230358,2.3879322728101626,0.9412913012736138,0.47659487427730085,2.4248389557551837,1.6882214265871975,2,0.9,0,1,2,1265201
mocap_robot_moving_4,-2.2403059994714623,1.8637088033095082,0.35270150325325667,-1.6085029868173517,-2.1998938504239027,0.9805650410584733,-1.6863586071865257,-2.23854117524233,1.4980850811827533,3,0.9,0.45063334248700915,2.3874753514276112,0.9422878303194371,0.47812291303139276,2.4233980805718764,1.6886853436503697,2,0.8,0,0,2,1371293
mocap_robot_moving_4,-2.23533983894252,1.859452614819805,0.35249767772151896,-1.6024374762498068,-2.199592307177392,0.9794748378436658,-1.6861417154811291,-2.238437671064984,1.4980823571934518,3,0.8,0.45237611554590057,2.3868646397108377,0.9431976749650848,,,,,,0,0,2,1137940
mocap_robot_moving_4,-2.23533983894252,1.859452614819805,0.35249767772151896,-1.600780439017388,-2.1998042766085106,0.9793936041289408,,,,,,0.45237611554590057,2.3868646397108377,0.9431976749650848,0.46892422525381283,2.428376254935654,1.687261730886081,2,1.0,0,1,2,1149913
mocap_robot_moving_4,-2.23533983894252,1.859452614819805,0.35249767772151896,-1.600780439017388,-2.1998042766085106,0.9793936041289408,-1.672171522902112,-2.2315110319276013,1.4979522470919717,3,1.0,0.45281545719228505,2.3866796177938845,0.9434565616918139,0.4689217904675467,2.42837757335207,1.6872613537939452,2,0.9,0,1,2,1204871
mocap_robot_moving_4,-2.228141706583543,1.8535250933378322,0.3525962909984197,-1.5904905084790568,-2.1992489126012553,0.9788623132958512,-1.681978976904409,-2.236369506609072,1.4980443232596599,3,0.9,0.45499043269910583,2.385249357224006,0.9445807583075518,0.47565197973131357,2.4247332321077337,1.6883037046066005,2,0.8,0,0,2,1319539
mocap_robot_moving_4,-2.228141706583543,1.8535250933378322,0.3525962909984197,-1.5904905084790568,-2.1992489126012553,0.9788623132958512,-1.679308209332084,-2.235046445942441,1.4980192490617295,3,0.8,0.45499043269910583,2.385249357224006,0.9445807583075518,,,,,,0,0,2,1215882
mocap_robot_moving_4,-2.228141706583543,1.8535250933378322,0.3525962909984197,-1.5904905084790568,-2.1992489126012553,0.9788623132958512,,,,,,0.45499043269910583,2.385249357224006,0.9445807583075518,,,,,,0,0,2,989712
mocap_robot_moving_4,-2.228141706583543,1.8535250933378322,0.3525962909984197,-1.5904905084790568,-2.1992489126012553,0.9788623132958512,,,,,,0.45499043269910583,2.385249357224006,0.9445807583075518,,,,,,0,0,2,948989
mocap_robot_moving_4,-2.1625525919718047,1.798127920117668,0.35261971376324097,-1.233044133712798,-2.129131342267588,0.9871416971461896,,,,,,0.31531676846203394,2.3309862965709462,0.9213248344629976,0.2958688242215376,2.259450091348203,1.6673654781705907,2,1.0,0,1,2,1438766
mocap_robot_moving_4,-2.1625525919718047,1.798127920117668,0.35261971376324097,-1.233044133712798,-2.129131342267588,0.9871416971461896,-1.3165884245769712,-2.135424284994999,1.515801833340192,3,1.0,0.3099645097007883,2.328025154613313,0.9217295139267342,0.29586305930152296,2.2594446222934113,1.6673648112125041,2,0.9,0,1,2,918103
mocap_robot_moving_4,-2.150925687695196,1.7889113582605571,0.35240699818476723,-1.1729864510937025,-2.1032972673048724,0.990362736702913,-1.2745590520922672,-2.123943161332906,1.5178788598065356,3,0.9,0.2625383640683426,2.2949459945956363,0.928576499594264,0.25956151836680824,2.213513050879316,1.668355253955468,2,1.0,0,1,2,1596144
mocap_robot_moving_4,-2.150925687695196,1.7889113582605571,0.35240699818476723,-1.1729864510937025,-2.1032972673048724,0.990362736702913,-1.2386342069162388,-2.1094646446132965,1.5201755486508894,3,1.0,0.25754984801429914,2.290763003766109,0.9296474010932045,0.2595416181460183,2.2134928879002405,1.6683535315331142,2,0.9,0,1,2,1245027
mocap_robot_moving_4,-2.14063526917361,1.7804187447405093,0.35272597643587794,-1.112636597609818,-2.065556143974459,0.9856938850770346,-1.192049958573777,-2.0961476961873844,1.5225437820933252,3,0.9,0.21878607040967982,2.256918594738242,0.9356972544353239,0.22918015521672477,2.17316196001796,1.6700659283757597,2,1.0,0,1,2,1523382
mocap_robot_moving_4,-2.14063526917361,1.7804187447405093,0.35272597643587794,-1.112636597609818,-2.065556143974459,0.9856938850770346,-1.1710371454616944,-2.0813631136599815,1.5206942420488712,3,1.0,0.21472553727942917,2.253883181054211,0.936259532387702,0.22917278294105545,2.1731540043181305,1.6700655107687319,2,0.9,0,1,2,1151157
mocap_robot_moving_4,-2.130399005216732,1.7711760511011971,0.35285683893077474,-1.0461467019265513,-2.01317997193273,0.971676893129849,-1.1209950001291147,-2.0656125675484973,1.522757904336477,3,0.9,0.1801145985422017,2.227242568326206,0.9475723090268604,0.1980741428881941,2.134701934174799,1.672484058892444,2,1.0,0,1,2,1618556
mocap_robot_moving_4,-2.130399005216732,1.7711760511011971,0.35285683893077474,-1.0461467019265513,-2.01317997193273,0.971676893129849,-1.1038566905145404,-2.0466728088528785,1.5163235642842505,3,1.0,0.17645252964111807,2.2245639853526717,0.9489816049481955,0.19806984097556687,2.1346971159850394,1.6724839654449148,2,0.9,0,1,2,1135199
mocap_robot_moving_4,-2.121015353054836,1.7637213393700442,0.3534017890209093,-0.992923882197885,-1.9693558334421397,0.9667069984617176,-1.3261347096839389,-2.128551769646093,1.5134401844270409,3,0.9,0.15304277737891017,2.2054897450641433,0.9552843411639137,0.303315540174443,2.2525734640324777,1.6747701463558455,2,0.8,0,0,2,1137834
mocap_robot_moving_4,-2.121015353054836,1.7637213393700442,0.3534017890209093,-0.992923882197885,-1.9693558334421397,0.9667069984617176,-1.2724089572886972,-2.1087611993036264,1.5141371123232343,3,0.8,0.15304277737891017,2.2054897450641433,0.9552843411639137,,,,,,0,0,2,1156488
mocap_robot_moving_4,-2.121015353054836,1.7637213393700442,0.3534017890209093,-0.992923882197885,-1.9693558334421397,0.9667069984617176,,,,,,0.15304277737891017,2.2054897450641433,0.9552843411639137,,,,,,0,0,2,748016
mocap_robot_moving_4,-2.0342416081253343,1.6923371219951286,0.353239389867528,-0.47571618341341215,-1.6619778335570434,0.9779435175896503,,,,,,-0.17161577813552664,2.0412300186950487,0.9480455323310174,-0.16984537067878863,2.012054006083017,1.6644853597728664,2,1.0,0,1,2,1102429
mocap_robot_moving_4,-2.0342416081253343,1.6923371219951286,0.353239389867528,-0.47571618341341215,-1.6619778335570434,0.9779435175896503,-0.5804421157636581,-1.7055683676622695,1.5010616912490207,3,1.0,-0.17799920216944368,2.0399844946580985,0.9488445799640557,-0.1699002633793999,2.01203053895108,1.6644841665047747,2,0.9,0,1,2,637396
mocap_robot_moving_4,-2.0182507683246174,1.678656100467269,0.3536823311555948,-0.38924011684793247,-1.6230898230271433,1.004877372226621,-0.5103282162452301,-1.6632111515998582,1.4995132513051432,3,0.9,-0.22777718302862765,2.029840582414388,0.9540043799966584,-0.23690807184498872,1.9997225635052551,1.667311115851147,2,1.0,0,1,2,1545246
mocap_robot_moving_4,-2.0182507683246174,1.678656100467269,0.3536823311555948,-0.3812748215634054,-1.6189964609856626,1.0061072235495454,-0.4963806127201144,-1.652551819964449,1.5081813742646384,3,1.0,-0.23263358770570244,2.0286251126481054,0.9546568132743989,-0.23692844266468854,1.9997146755368391,1.6673108882066743,2,0.9,0,1,2,1119813
mocap_robot_moving_4,-2.002641479957999,1.6666254979516606,0.35354057504923947,-0.3173085019899266,-1.5822170893163439,1.0064862259340024,-0.4246154518040471,-1.6089269938341848,1.5076818579238191,3,0.9,-0.27419725356925223,2.016377964084922,0.9589532279223469,-0.2952469091841892,1.97983530571192,1.66919996834468,2,1.0,0,1,2,1364277
mocap_robot_moving_4,-2.002641479957999,1.6666254979516606,0.35354057504923947,-0.3173085019899266,-1.5822170893163439,1.0064862259340024,-0.4198937261203086,-1.6081073307050826,1.5137201725972347,3,1.0,-0.27805202146257113,2.0146537825669464,0.9587742041209175,-0.29527317620304516,1.9798253580150142,1.6691998848232432,2,0.9,0,1,2,592206
mocap_robot_moving_4,-1.9957226910608117,1.6607254291904936,0.35355236835377407,-0.2989316962650711,-1.5710322218841384,1.006951906584018,-0.6959798577639009,-1.7746943094148366,1.511967316998575,3,0.9,-0.290411982581077,2.00931293513889,0.9584852159663337,-0.10294890343487968,2.0526613194729157,1.6698114197558573,2,0.8,0,0,2,433777
mocap_robot_moving_4,-1.9857807898898165,1.652822256145049,0.35336982321769167,-0.2585032688949514,-1.54442553340173,1.0095585393484585,-0.34739744706801184,-1.5643639669108746,1.5141804474682046,3,0.8,-0.3125237578457415,1.9963576220570234,0.9562151118715799,-0.34763847718432506,1.9526519915473224,1.6710783917021352,2,1.0,0,1,2,1661457
mocap_robot_moving_4,-1.9857807898898165,1.652822256145049,0.35336982321769167,-0.2585032688949514,-1.54442553340173,1.0095585393484585,-0.34702374211645415,-1.5651037251930582,1.5188822942525568,3,1.0,-0.3158282507150513,1.993842619251749,0.9555565460685738,-0.34764760420202534,1.952648260489871,1.6710784391473223,2,0.9,0,1,2,1063411
mocap_robot_moving_4,-1.972414639504796,1.6424901959453448,0.35337824663031947,-0.2156108539957022,-1.5124995505936498,1.0059174615065969,-0.5506758698866344,-1.6874201900208896,1.5148398505872076,3,0.9,-0.3418378568962534,1.9741265103006627,0.9498083116898596,-0.2048381904162262,2.0110276944891203,1.6703360696757046,2,0.8,0,0,2,1348880
mocap_robot_moving_4,-1.972414639504796,1.6424901959453448,0.35337824663031947,-0.2156108539957022,-1.5124995505936498,1.0059174615065969,-0.5264544612730461,-1.6728724555719379,1.5153206394740604,3,0.8,-0.3418378568962534,1.9741265103006627,0.9498083116898596,,,,,,0,0,2,452853
mocap_robot_moving_4,-1.972414639504796,1.6424901959453448,0.35337824663031947,-0.2156108539957022,-1.5124995505936498,1.0059174615065969,,,,,,-0.3418378568962534,1.9741265103006627,0.9498083116898596,,,,,,0,0,2,566439
mocap_robot_moving_4,-1.972414639504796,1.6424901959453448,0.35337824663031947,-0.2156108539957022,-1.5124995505936498,1.0059174615065969,,,,,,-0.3418378568962534,1.9741265103006627,0.9498083116898596,,,,,,0,0,2,894465
mocap_robot_moving_4,-1.972414639504796,1.6424901959453448,0.35337824663031947,-0.2156108539957022,-1.5124995505936498,1.0059174615065969,,,,,,-0.3418378568962534,1.9741265103006627,0.9498083116898596,,,,,,0,0,2,1141753
mocap_robot_moving_4,-1.8686064324447778,1.5571723919888631,0.35354862574563195,0.13762630869342626,-1.191602802674161,1.0149755365867963,,,,,,-0.47649296831809695,1.586205661146796,0.9588439817672952,-0.4368363757683636,1.5603838604071871,1.668455253510656,2,1.0,0,1,2,1449953
mocap_robot_moving_4,-1.8686064324447778,1.5571723919888631,0.35354862574563195,0.13762630869342626,-1.191602802674161,1.0149755365867963,0.0628304435795354,-1.248203963795126,1.5163305366879527,3,1.0,-0.4751935536378837,1.580785039196397,0.959679219797599,-0.4368419692040534,1.5603708796080253,1.668455189808203,2,0.9,0,1,2,1185143
mocap_robot_moving_4,-1.851420134562411,1.5430252721237507,0.353158459178736,0.17178721812122136,-1.1559528587031043,1.0145374958204343,0.12434422963473424,-1.2033183439068034,1.516352000989289,3,0.9,-0.46200451307886514,1.5371048410559316,0.9621674290088291,-0.4310193076432638,1.4999899212189056,1.6697579767814794,2,1.0,0,1,2,1608063
mocap_robot_moving_4,-1.851420134562411,1.5430252721237507,0.353158459178736,0.17178721812122136,-1.1559528587031043,1.0145374958204343,0.1105791684992479,-1.2111662439945992,1.5151860219246593,3,1.0,-0.46076737831195425,1.5327735483693257,0.9620055595735106,-0.43102617481568317,1.4999705229668943,1.6697579564939022,2,0.9,0,1,2,1127609
mocap_robot_moving_4,-1.8328888199436166,1.5283554374862705,0.3537456143625697,0.2104977409631525,-1.1281421289558897,1.0174883757034872,0.17040064533155877,-1.1672508933374166,1.5150670087896267,3,0.9,-0.44757917226475213,1.495096660695151,0.9540257876464903,-0.4315056731000916,1.4464420670991645,1.6678254323167807,2,1.0,0,1,2,1505426
mocap_robot_moving_4,-1.8328888199436166,1.5283554374862705,0.3537456143625697,0.2104977409631525,-1.1281421289558897,1.0174883757034872,0.1578987923529665,-1.1789291494383134,1.515001860916647,3,1.0,-0.446427787169355,1.4909348079369118,0.9529511858281593,-0.4315234687255178,1.4463820264059692,1.6678250180551992,2,0.9,0,1,2,1083340
mocap_robot_moving_4,-1.8150616771926364,1.5139181496671748,0.35368307274210414,0.25322240223772935,-1.1093675780730166,1.0247060407141544,0.2157479744076392,-1.1368554086711382,1.514872597187298,3,0.9,-0.43796775134026544,1.4486456316002416,0.9447214111291528,-0.43125761822827935,1.3915347314980815,1.6628205371644016,2,1.0,0,1,2,1248490
mocap_robot_moving_4,-1.8150616771926364,1.5139181496671748,0.35368307274210414,0.25322240223772935,-1.1093675780730166,1.0247060407141544,0.20098060845989482,-1.1514847083753184,1.5171089139444558,3,1.0,-0.43741101503461827,1.4434182268942732,0.9434853014117731,-0.43127055251913043,1.391478449211041,1.6628190996075043,2,0.9,0,1,2,621110
