experiment,gt1_x,gt1_y,gt1_z,track1_x,track1_y,track1_z,track1_id,track1_conf,gt2_x,gt2_y,gt2_z,track2_x,track2_y,track2_z,track2_id,track2_conf,unmatched_trks,n_dets,n_trks,delta_t
mocap_cam_2,-1.1630802285560748,-1.8018883582666505,0.9836422265344074,,,,,,0.270699392123572,1.4385848417034957,0.9888414188010288,,,,,,0,1,1,1069995
mocap_cam_2,-1.1661894127776233,-1.763023776763749,0.9765643343646918,,,,,,0.27148465739498834,1.4165006110777592,0.9903338584199936,0.16078853907786694,1.58277972823465,1.27081730685234,1,0.986328125,0,1,2,1316974
mocap_cam_2,-1.1703571109623938,-1.7299707040481347,0.9714380968020296,-1.1229361502914708,-2.0053232284483973,0.7525837846229514,0,0.798524198005795,0.27106158451751916,1.3973301107960292,0.9888868639198968,0.16078853907786692,1.58277972823465,1.27081730685234,1,0.886328125,0,1,2,1497943
mocap_cam_2,-1.1703571109623938,-1.7299707040481347,0.9714380968020296,-1.1134850865842034,-1.9981795402578082,0.7264555077417753,0,0.8822119540372687,0.27106158451751916,1.3973301107960292,0.9888868639198968,0.16078853907786694,1.58277972823465,1.27081730685234,1,0.786328125,0,1,2,1153527
mocap_cam_2,-1.174618114534733,-1.6949671330944212,0.9658553510371422,-1.107915597111942,-1.9932614792070775,0.7137518422357921,0,0.9253266305625014,0.26996220914670865,1.3750084376968992,0.9835593449621314,,,,,,0,1,2,1388693
mocap_cam_2,-1.1806832962102483,-1.616176125873086,0.9594442053891846,-1.11051513823019,-1.971083439142429,0.7564444219326184,0,0.9516560104726138,0.2671623888278011,1.3188937121693711,0.9722368363083814,,,,,,0,1,2,1446435
mocap_cam_2,-1.1826315640076863,-1.5921611504980053,0.9590458209532298,-1.1150205976204406,-1.954060836658911,0.7807101233472266,0,0.9644421877346228,0.2664489975866486,1.3005442355061305,0.969041987810754,,,,,,0,1,2,1374145
mocap_cam_2,-1.1831188508914392,-1.5758402560756088,0.9598727321996463,-1.1199382214281337,-1.9379982376216394,0.7971675859970796,0,0.9710857866732655,0.2660458509922085,1.2874270113855206,0.967068517808454,,,,,,0,1,2,1596885
mocap_cam_2,-1.180714140454595,-1.4923673570021687,0.9776501561575108,-1.1376307357288928,-1.8990271895046227,0.7887255897335068,0,0.9757123400778889,0.2631291429613215,1.1997587942198213,0.9524485065885703,,,,,,0,1,2,1273624
mocap_cam_2,-1.1803804530682256,-1.478687223702021,0.9798574055945993,-1.148446425016985,-1.8758606033182137,0.7762333206014519,0,0.9789970615649128,0.26233038219310967,1.1808601580211122,0.9500730754612953,,,,,,0,1,2,1104088
mocap_cam_2,-1.1799158140542805,-1.4517004409015009,0.9848920747303472,-1.1600828968114474,-1.8521802311895996,0.769480556787673,0,0.9806298836431969,0.26071865800652366,1.1421451418262758,0.9490818173698404,,,,,,0,1,1,1193845
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,-1.0994315169082898,-2.0014543116479624,0.7607986232727517,0,0.8806298836431969,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.16250712791922872,1.5798030465867068,1.2776916893482202,2,0.98583984375,0,1,2,2003003
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,-1.1117252936947764,-1.97119709032681,0.7625584142763197,0,0.780629883643197,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.167688540291482,1.5708285817538674,1.2794188198946377,2,0.992463142641129,0,1,2,1099967
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,,,,,,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.17174393386512554,1.563804437679776,1.2776828481856484,2,0.9946402547728644,0,1,2,1003494
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,,,,,,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.17426113760109485,1.5594445151755334,1.2776794804022407,2,0.9956728271644752,0,1,2,953556
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,,,,,,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.18453305329839156,1.555551678326836,1.2783511079008496,2,0.9959955946115824,0,1,2,978615
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,,,,,,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.19033685534954817,1.542912170416608,1.27662472524992,2,0.9961874171673211,0,1,2,1449519
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,,,,,,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.2001999891614145,1.5350457939982016,1.2780759926468035,2,0.9964949252385867,0,1,2,1379628
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,,,,,,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.21440164895347402,1.5220129550463748,1.275914250371342,2,0.9970282372668872,0,1,2,1429127
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,,,,,,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.22271912443455985,1.514223502136948,1.2751330790286624,2,0.9975748902454921,0,1,1,1005909
mocap_cam_2,-1.17931909999073,-1.4384779399106158,0.9873155706701919,,,,,,0.2597788469235969,1.1226100007163782,0.9502181298573888,0.23080379515547997,1.505352313416672,1.2745262881675419,2,0.9981232043500208,0,1,1,859558
mocap_cam_2,-1.1742590835288436,-1.3675278540323217,1.0011110150305667,-1.1946431620346794,-1.7723907751325838,0.7452889588117607,3,0.8205680847167969,0.2513772379165307,1.01345897209791,0.9549565542213614,0.23752664140786003,1.498746088514368,1.2740130770034772,2,0.8981232043500208,0,1,2,1516072
mocap_cam_2,-1.1737113296492558,-1.349111188472123,1.003533635208354,,,,,,0.2490739669104986,0.9874370013456405,0.957109889221091,0.24668177504601002,1.4699917317128015,1.2727830346919315,2,0.9898846093045688,0,1,2,1449075
mocap_cam_2,-1.1741506360583767,-1.3250637237313343,1.0054308097260787,-1.2146181516004204,-1.7488637675977299,0.7539000569081871,3,0.9086649764684908,0.24632788720080645,0.9552158638308692,0.9592722162731542,0.24583656735742013,1.4712413482860118,1.2728588223301947,2,0.8898846093045688,0,1,2,1578638
mocap_cam_2,-1.1747585001180114,-1.307245577726067,1.0052515665647546,-1.214639437577584,-1.7488386964784952,0.7539092331651671,3,0.8086649764684908,0.2447313402952106,0.9321810508386915,0.959750468101072,0.25309791304081125,1.4496163325268028,1.2786717400230518,2,0.9882260459558482,0,1,2,1519344
mocap_cam_2,-1.1761988458710217,-1.2719762556502856,1.0010046649774103,-1.2260302115404993,-1.696737273035339,0.7499804751922127,3,0.9139327885633411,0.24370877230672902,0.8905437582098802,0.9584217796856369,0.27008366490999614,1.4199771314170568,1.279835493179416,2,0.8882260459558482,0,1,2,1481441
mocap_cam_2,-1.1765907351238911,-1.2658921047793412,0.999926592153695,-1.2259531463762905,-1.6666343266259676,0.7499310258035663,3,0.9496464241485132,0.24321718826296332,0.884307159524834,0.9582954920810638,0.2745549200488645,1.412175037562482,1.2801418344777489,2,0.7882260459558482,0,1,2,1447748
mocap_cam_2,-1.1787559644753354,-1.2405735979045545,0.9952267655402984,-1.225636837512823,-1.6691498215369578,0.7500337812856194,3,0.8496464241485132,0.2428834827828778,0.861069723966238,0.957837573242775,0.25195460990537855,1.3999074251210584,1.2810459446904794,2,0.994761760525814,0,1,2,1538773
mocap_cam_2,-1.1787559644753354,-1.2405735979045545,0.9952267655402984,,,,,,0.2428834827828778,0.861069723966238,0.957837573242775,0.24378075718227207,1.3852890011916275,1.2830039812347824,2,0.9962512514171383,0,1,2,941281
mocap_cam_2,-1.1787559644753354,-1.2405735979045545,0.9952267655402984,-1.2247178235861615,-1.6397844806408315,0.7582334567386311,3,0.9117407434621637,0.2428834827828778,0.861069723966238,0.957837573242775,0.24500061123426736,1.3771896237230015,1.283462847584512,2,0.8962512514171384,0,1,2,1542439
mocap_cam_2,-1.181802235997784,-1.2052533659575104,0.9887128042614163,-1.2247745448518739,-1.6388360969625695,0.7583221697492538,3,0.8117407434621637,0.24301577422260587,0.8342636080412525,0.9557942643758065,0.24152368461339793,1.3555683127318632,1.2787499638255622,2,0.9742902920834401,0,1,2,1564418
mocap_cam_2,-1.1831705987869132,-1.1897414109398659,0.9859982027711285,-1.2161406245206496,-1.588033668340666,0.7482945002213774,3,0.8902983845575637,0.2429388867121279,0.8234917814803162,0.9549801638043914,0.24468113069978636,1.3214809425579843,1.2789381951981416,2,0.8742902920834401,0,1,2,1623656
mocap_cam_2,-1.188881298824744,-1.1129103088024233,0.977226117183799,-1.2152623483751819,-1.5774856562532267,0.747370270066864,3,0.7902983845575637,0.2471909649006482,0.7733898945415417,0.9507216343220601,0.23061087456967097,1.2641488928840765,1.2751136081999221,2,0.9876691928950857,0,1,2,1572042
mocap_cam_2,-1.1894991429263764,-1.0921990571705944,0.9766408972433348,-1.2111213493889563,-1.5332711010839095,0.7515927530671334,3,0.9141715178242623,0.24879674190280668,0.7614874091811706,0.9498833904535716,0.2302301411192892,1.250848241677746,1.2748424526752,2,0.8876691928950857,0,1,2,1069715
mocap_cam_2,-1.189542984968484,-1.0813462422545326,0.97635263165111,-1.2094182023807445,-1.4918813400374058,0.7478962882884167,3,0.946120919315587,0.24977120143520615,0.7554392416538399,0.9495536761629817,0.22975462112018685,1.234236290079186,1.27450379087718,2,0.7876691928950857,0,1,2,1015489
mocap_cam_2,-1.189542984968484,-1.0813462422545326,0.97635263165111,-1.2103755857244498,-1.504854156132555,0.7483961558597528,3,0.846120919315587,0.24977120143520615,0.7554392416538399,0.9495536761629817,0.2191367953724624,1.2229335833114172,1.2743832767571872,2,0.9520232565721239,0,1,2,1022099
mocap_cam_2,-1.189472763907612,-1.0486656287206095,0.975406772400432,,,,,,0.2525378546367988,0.7366641116543455,0.9480755230692133,0.21097795908865274,1.1691307555164494,1.2658846343564376,2,0.969929834368859,0,1,2,1311764
mocap_cam_2,-1.1901845451725346,-1.0277351256562992,0.9756763697298049,-1.207972408100539,-1.435547076759242,0.75125244361991,3,0.9427152164604066,0.25464256040803546,0.723584294101867,0.946913206302166,0.20683181252972782,1.1279570508283023,1.2636188256992675,2,0.8699298343688591,0,1,2,1261353
mocap_cam_2,-1.1995868461771833,-0.9402502700873367,0.984321909328381,-1.2066758354637692,-1.4126062398377388,0.751176515534445,3,0.8427152164604066,0.2668075718260143,0.6597275334348328,0.9406445741057375,0.20174797398680883,1.0602070256569405,1.25003196263441,2,0.9627259900421938,0,1,2,1653043
mocap_cam_2,-1.2015706649126916,-0.915453533963621,0.9849320796018121,,,,,,0.27211882859739017,0.6376642060323567,0.9388906749844832,0.21015609778086058,1.0138536164249174,1.2433486060992427,2,0.9699080345482766,0,1,2,1416539
mocap_cam_2,-1.2019231941948618,-0.9074426897881626,0.9849891785262344,-1.2103487250903986,-1.400099302198887,0.7469741778630148,3,0.8774386943389743,0.2742003806772979,0.6300298014056059,0.937986087788304,0.21176436677595514,1.0492232980987453,1.2470206548002307,2,0.8699080345482766,0,1,2,1089310
mocap_cam_2,-1.2022840586496404,-0.8996562912452408,0.9850992806978719,-1.2088651345021608,-1.3538284988662015,0.7457460189416385,3,0.7774386943389743,0.27646164550575214,0.622135124560068,0.9370800903875063,0.21836340738856289,0.9641577815424993,1.2371221022515386,2,0.9693838308145212,0,1,2,1015892
mocap_cam_2,-1.2054641987841566,-0.8554514910195724,0.9884488998539919,-1.2115492486856971,-1.3153530217471197,0.7512820559927939,3,0.906070562031021,0.29116402757076865,0.5677074499036191,0.9346191383325618,0.2181880015138232,0.9386678759386775,1.2343754807032725,2,0.8693838308145212,0,1,2,1156719
mocap_cam_2,-1.2100657627427973,-0.8282863074402633,0.990501604087918,-1.232048711313192,-1.2215926193855842,0.7479218650430126,3,0.9311115255175899,0.3009151758002305,0.52692715060949,0.9358982936190121,0.2175302592287683,0.8430850524866714,1.2240761156676476,2,0.7693838308145212,0,2,3,1839791
