config,n_dets,n_trks,time_ns
greedy_iou3d_cvcy_count_yc,48,81,284709998
greedy_iou3d_cvcy_count_yc,50,75,502906251
greedy_iou3d_cvcy_count_yc,41,75,419688632
greedy_iou3d_cvcy_count_yc,59,72,505861192
greedy_iou3d_cvcy_count_yc,49,80,356982372
greedy_iou3d_cvcy_count_yc,59,82,401618467
greedy_iou3d_cvcy_count_yc,47,77,276083713
greedy_iou3d_cvcy_count_yc,64,79,387510323
greedy_iou3d_cvcy_count_yc,57,90,339539167
greedy_iou3d_cvcy_count_yc,46,82,300038762
greedy_iou3d_cvcy_count_yc,40,65,238350958
greedy_iou3d_cvcy_count_yc,35,59,181178290
greedy_iou3d_cvcy_count_yc,40,61,201272783
greedy_iou3d_cvcy_count_yc,48,63,187043733
greedy_iou3d_cvcy_count_yc,46,61,250333134
greedy_iou3d_cvcy_count_yc,39,63,188264856
greedy_iou3d_cvcy_count_yc,48,57,207953448
greedy_iou3d_cvcy_count_yc,46,60,169577801
greedy_iou3d_cvcy_count_yc,36,53,154706809
greedy_iou3d_cvcy_count_yc,40,47,124795247
greedy_iou3d_cvcy_count_yc,52,51,112147441
greedy_iou3d_cvcy_count_yc,47,60,144480167
greedy_iou3d_cvcy_count_yc,37,62,130223969
greedy_iou3d_cvcy_count_yc,32,50,126610532
greedy_iou3d_cvcy_count_yc,38,53,124948940
greedy_iou3d_cvcy_count_yc,26,48,101358039
greedy_iou3d_cvcy_count_yc,28,42,106480394
greedy_iou3d_cvcy_count_yc,32,45,113569405
greedy_iou3d_cvcy_count_yc,47,53,116536976
greedy_iou3d_cvcy_count_yc,58,58,164678019
greedy_iou3d_cvcy_count_yc,56,55,116775263
greedy_iou3d_cvcy_count_yc,55,41,122159006
greedy_iou3d_cvcy_count_yc,83,40,111051255
greedy_iou3d_cvcy_count_yc,51,42,101810299
greedy_iou3d_cvcy_count_yc,78,39,108632289
greedy_iou3d_cvcy_count_yc,64,41,113449938
greedy_iou3d_cvcy_count_yc,67,45,114382468
greedy_iou3d_cvcy_count_yc,50,42,102584779
greedy_iou3d_cvcy_count_yc,51,45,99980256
greedy_iou3d_cvcy_count_yc,43,50,126471019
greedy_iou3d_cvcy_count_yc,127,120,17476008
greedy_iou3d_cvcy_count_yc,113,162,1242407687
greedy_iou3d_cvcy_count_yc,115,167,1696099662
greedy_iou3d_cvcy_count_yc,121,160,1984641666
greedy_iou3d_cvcy_count_yc,129,169,1977625657
greedy_iou3d_cvcy_count_yc,144,192,2479555577
greedy_iou3d_cvcy_count_yc,141,198,2779683085
greedy_iou3d_cvcy_count_yc,139,202,2810745286
greedy_iou3d_cvcy_count_yc,132,187,2810039159
greedy_iou3d_cvcy_count_yc,147,190,2863474281
greedy_iou3d_cvcy_count_yc,139,198,2817285494
greedy_iou3d_cvcy_count_yc,134,187,3159024358
greedy_iou3d_cvcy_count_yc,126,178,2993280274
greedy_iou3d_cvcy_count_yc,135,184,2991725713
greedy_iou3d_cvcy_count_yc,119,173,3190285577
greedy_iou3d_cvcy_count_yc,129,174,3068712896
greedy_iou3d_cvcy_count_yc,129,187,3075203360
greedy_iou3d_cvcy_count_yc,144,196,3435672333
greedy_iou3d_cvcy_count_yc,132,180,3171651140
greedy_iou3d_cvcy_count_yc,151,188,2843411763
greedy_iou3d_cvcy_count_yc,125,195,2312485384
greedy_iou3d_cvcy_count_yc,115,168,1879498883
greedy_iou3d_cvcy_count_yc,103,156,1311097207
greedy_iou3d_cvcy_count_yc,79,141,1060005457
greedy_iou3d_cvcy_count_yc,93,131,1098082108
greedy_iou3d_cvcy_count_yc,130,154,1609785427
greedy_iou3d_cvcy_count_yc,111,179,1461857071
greedy_iou3d_cvcy_count_yc,107,156,1772963890
greedy_iou3d_cvcy_count_yc,110,155,1445450134
greedy_iou3d_cvcy_count_yc,90,141,1108959642
greedy_iou3d_cvcy_count_yc,76,108,738582642
greedy_iou3d_cvcy_count_yc,62,101,523417235
greedy_iou3d_cvcy_count_yc,69,90,526304932
greedy_iou3d_cvcy_count_yc,67,98,507881134
greedy_iou3d_cvcy_count_yc,63,95,581549076
greedy_iou3d_cvcy_count_yc,68,103,538584345
greedy_iou3d_cvcy_count_yc,48,92,393028986
greedy_iou3d_cvcy_count_yc,45,75,310110965
greedy_iou3d_cvcy_count_yc,51,75,271408092
greedy_iou3d_cvcy_count_yc,75,98,430196499
greedy_iou3d_cvcy_count_yc,88,71,13271940
greedy_iou3d_cvcy_count_yc,73,111,336102405
greedy_iou3d_cvcy_count_yc,61,85,411571106
greedy_iou3d_cvcy_count_yc,81,87,425408361
greedy_iou3d_cvcy_count_yc,64,93,382068641
greedy_iou3d_cvcy_count_yc,60,82,447946971
greedy_iou3d_cvcy_count_yc,57,81,365710186
greedy_iou3d_cvcy_count_yc,55,76,360383273
greedy_iou3d_cvcy_count_yc,64,73,391042582
greedy_iou3d_cvcy_count_yc,64,83,399205252
greedy_iou3d_cvcy_count_yc,68,81,384239878
greedy_iou3d_cvcy_count_yc,71,91,405088043
greedy_iou3d_cvcy_count_yc,69,96,434749663
greedy_iou3d_cvcy_count_yc,77,93,500538474
greedy_iou3d_cvcy_count_yc,63,92,480254446
greedy_iou3d_cvcy_count_yc,56,78,395626483
greedy_iou3d_cvcy_count_yc,54,72,321834845
greedy_iou3d_cvcy_count_yc,78,91,377841257
greedy_iou3d_cvcy_count_yc,72,104,459930836
greedy_iou3d_cvcy_count_yc,60,87,480123862
greedy_iou3d_cvcy_count_yc,83,106,514713984
greedy_iou3d_cvcy_count_yc,81,125,605847275
greedy_iou3d_cvcy_count_yc,94,134,809625677
greedy_iou3d_cvcy_count_yc,132,175,1478159162
greedy_iou3d_cvcy_count_yc,88,170,1394865035
greedy_iou3d_cvcy_count_yc,63,107,751648554
greedy_iou3d_cvcy_count_yc,67,88,483508818
greedy_iou3d_cvcy_count_yc,56,78,324891873
greedy_iou3d_cvcy_count_yc,63,77,318571270
greedy_iou3d_cvcy_count_yc,60,78,327041986
greedy_iou3d_cvcy_count_yc,64,74,341399753
greedy_iou3d_cvcy_count_yc,57,82,283694156
greedy_iou3d_cvcy_count_yc,63,80,321857219
greedy_iou3d_cvcy_count_yc,68,94,379887302
greedy_iou3d_cvcy_count_yc,63,86,353216249
greedy_iou3d_cvcy_count_yc,58,78,354931710
greedy_iou3d_cvcy_count_yc,58,74,290912370
greedy_iou3d_cvcy_count_yc,57,71,359597616
greedy_iou3d_cvcy_count_yc,69,82,313176338
greedy_iou3d_cvcy_count_yc,67,87,352782588
greedy_giou3d_cvcy_count_yc,137,72,19472766
greedy_giou3d_cvcy_count_yc,141,109,1152658763
greedy_giou3d_cvcy_count_yc,162,105,2185178202
greedy_giou3d_cvcy_count_yc,167,127,3403086735
greedy_giou3d_cvcy_count_yc,177,130,3759082906
greedy_giou3d_cvcy_count_yc,157,134,3296566729
greedy_giou3d_cvcy_count_yc,169,124,3549682532
greedy_giou3d_cvcy_count_yc,158,118,3579698893
greedy_giou3d_cvcy_count_yc,182,125,4108751063
greedy_giou3d_cvcy_count_yc,188,129,4732886991
greedy_giou3d_cvcy_count_yc,193,121,4331904298
greedy_giou3d_cvcy_count_yc,205,120,4146882929
greedy_giou3d_cvcy_count_yc,202,123,4049858318
greedy_giou3d_cvcy_count_yc,213,133,4283167773
greedy_giou3d_cvcy_count_yc,207,134,4398409022
greedy_giou3d_cvcy_count_yc,209,123,4435508502
greedy_giou3d_cvcy_count_yc,217,132,4701137611
greedy_giou3d_cvcy_count_yc,245,165,5525210621
greedy_giou3d_cvcy_count_yc,238,183,6267603210
greedy_giou3d_cvcy_count_yc,229,173,6384675801
greedy_giou3d_cvcy_count_yc,239,171,7221060300
greedy_giou3d_cvcy_count_yc,242,183,6302322923
greedy_giou3d_cvcy_count_yc,228,157,5032240745
greedy_giou3d_cvcy_count_yc,223,137,4351749948
greedy_giou3d_cvcy_count_yc,206,134,3281995526
greedy_giou3d_cvcy_count_yc,226,133,4045167029
greedy_giou3d_cvcy_count_yc,188,130,3016466857
greedy_giou3d_cvcy_count_yc,186,106,3179141980
greedy_giou3d_cvcy_count_yc,190,114,3124114279
greedy_giou3d_cvcy_count_yc,166,106,3444926312
greedy_giou3d_cvcy_count_yc,176,101,2832273921
greedy_giou3d_cvcy_count_yc,176,98,2128327315
greedy_giou3d_cvcy_count_yc,194,93,2142545650
greedy_giou3d_cvcy_count_yc,189,99,2323475980
greedy_giou3d_cvcy_count_yc,190,102,1896740173
greedy_giou3d_cvcy_count_yc,173,103,2059640802
greedy_giou3d_cvcy_count_yc,181,102,1964762617
greedy_giou3d_cvcy_count_yc,183,107,2385684746
greedy_giou3d_cvcy_count_yc,202,113,2701062971
greedy_giou3d_cvcy_count_yc,89,56,8891229
greedy_giou3d_cvcy_count_yc,65,84,625083200
greedy_giou3d_cvcy_count_yc,79,73,1150124622
greedy_giou3d_cvcy_count_yc,69,78,966972973
greedy_giou3d_cvcy_count_yc,60,68,948651798
greedy_giou3d_cvcy_count_yc,73,58,845697000
greedy_giou3d_cvcy_count_yc,69,70,736683344
greedy_giou3d_cvcy_count_yc,66,76,886432663
greedy_giou3d_cvcy_count_yc,74,77,1064614318
greedy_giou3d_cvcy_count_yc,64,81,991997423
greedy_giou3d_cvcy_count_yc,67,69,1049251889
greedy_giou3d_cvcy_count_yc,76,72,1083571980
greedy_giou3d_cvcy_count_yc,72,75,1106479323
greedy_giou3d_cvcy_count_yc,92,92,1570927563
greedy_giou3d_cvcy_count_yc,73,95,1335055261
greedy_giou3d_cvcy_count_yc,73,87,1505187663
greedy_giou3d_cvcy_count_yc,69,80,1207298884
greedy_giou3d_cvcy_count_yc,66,74,1085460475
greedy_giou3d_cvcy_count_yc,71,75,1056416235
greedy_giou3d_cvcy_count_yc,68,80,1039092583
greedy_giou3d_cvcy_count_yc,68,76,1107756494
greedy_giou3d_cvcy_count_yc,66,73,1101250226
greedy_giou3d_cvcy_count_yc,76,74,1084708223
greedy_giou3d_cvcy_count_yc,72,83,1100786494
greedy_giou3d_cvcy_count_yc,59,76,965114209
greedy_giou3d_cvcy_count_yc,56,58,811249127
greedy_giou3d_cvcy_count_yc,64,61,701535394
greedy_giou3d_cvcy_count_yc,59,61,787873520
greedy_giou3d_cvcy_count_yc,53,63,759054045
greedy_giou3d_cvcy_count_yc,55,52,699288118
greedy_giou3d_cvcy_count_yc,53,57,507858902
greedy_giou3d_cvcy_count_yc,54,51,591197730
greedy_giou3d_cvcy_count_yc,66,64,602886671
greedy_giou3d_cvcy_count_yc,45,59,486653484
greedy_giou3d_cvcy_count_yc,55,49,591282010
greedy_giou3d_cvcy_count_yc,58,56,554725634
greedy_giou3d_cvcy_count_yc,58,51,568695925
greedy_giou3d_cvcy_count_yc,55,51,546051879
greedy_giou3d_cvcy_count_yc,54,51,495345628
greedy_giou3d_cvcy_count_yc,45,48,400752957
greedy_giou3d_cvcy_count_yc,50,42,350989956
greedy_giou3d_cvcy_count_yc,114,106,14626008
greedy_giou3d_cvcy_count_yc,102,151,6806339131
greedy_giou3d_cvcy_count_yc,93,134,9325095076
greedy_giou3d_cvcy_count_yc,99,128,8172989762
greedy_giou3d_cvcy_count_yc,100,125,8623029995
greedy_giou3d_cvcy_count_yc,105,131,7520334318
greedy_giou3d_cvcy_count_yc,105,137,7955158263
greedy_giou3d_cvcy_count_yc,96,127,7606414942
greedy_giou3d_cvcy_count_yc,95,121,7341123699
greedy_giou3d_cvcy_count_yc,88,113,6878486079
greedy_giou3d_cvcy_count_yc,88,107,6859779467
greedy_giou3d_cvcy_count_yc,95,117,7201749708
greedy_giou3d_cvcy_count_yc,94,121,7387286515
greedy_giou3d_cvcy_count_yc,111,137,8022753715
greedy_giou3d_cvcy_count_yc,106,141,8417175068
greedy_giou3d_cvcy_count_yc,93,133,8018341988
greedy_giou3d_cvcy_count_yc,90,121,7085489341
greedy_giou3d_cvcy_count_yc,93,117,6797977108
greedy_giou3d_cvcy_count_yc,103,129,7218749905
greedy_giou3d_cvcy_count_yc,93,131,7366777641
greedy_giou3d_cvcy_count_yc,114,135,8276449075
greedy_giou3d_cvcy_count_yc,111,137,7501108621
greedy_giou3d_cvcy_count_yc,127,133,7216591931
greedy_giou3d_cvcy_count_yc,119,130,6948255671
greedy_giou3d_cvcy_count_yc,139,152,7395482002
greedy_giou3d_cvcy_count_yc,146,157,9502761630
greedy_giou3d_cvcy_count_yc,145,167,10209984012
greedy_giou3d_cvcy_count_yc,124,158,10187793689
greedy_giou3d_cvcy_count_yc,128,153,9533399959
greedy_giou3d_cvcy_count_yc,147,163,9607778354
greedy_giou3d_cvcy_count_yc,132,167,9690006531
greedy_giou3d_cvcy_count_yc,134,169,9313152278
greedy_giou3d_cvcy_count_yc,113,160,5667722029
greedy_giou3d_cvcy_count_yc,93,124,3420186356
greedy_giou3d_cvcy_count_yc,118,112,3599403283
greedy_giou3d_cvcy_count_yc,151,156,5014063022
greedy_giou3d_cvcy_count_yc,136,163,7844590546
greedy_giou3d_cvcy_count_yc,131,158,9026076329
greedy_giou3d_cvcy_count_yc,123,151,8734186714
greedy_giou3d_cvcy_count_yc,122,144,8373970463
greedy_giou3d_cvcy_count_yc,124,148,8005166773
greedy_giou3d_cvcy_count_yc,58,38,6690744
greedy_giou3d_cvcy_count_yc,56,62,335445851
greedy_giou3d_cvcy_count_yc,68,68,689431098
greedy_giou3d_cvcy_count_yc,57,74,751469760
greedy_giou3d_cvcy_count_yc,66,76,1029189733
greedy_giou3d_cvcy_count_yc,68,82,992574066
greedy_giou3d_cvcy_count_yc,55,75,1019684816
greedy_giou3d_cvcy_count_yc,51,66,786662294
greedy_giou3d_cvcy_count_yc,62,66,892575845
greedy_giou3d_cvcy_count_yc,57,74,760719434
greedy_giou3d_cvcy_count_yc,77,85,1117277377
greedy_giou3d_cvcy_count_yc,66,81,1031494881
greedy_giou3d_cvcy_count_yc,61,74,923338271
greedy_giou3d_cvcy_count_yc,62,70,884796588
greedy_giou3d_cvcy_count_yc,63,71,820409326
greedy_giou3d_cvcy_count_yc,54,69,706711890
greedy_giou3d_cvcy_count_yc,69,78,956693806
greedy_giou3d_cvcy_count_yc,58,81,953758630
greedy_giou3d_cvcy_count_yc,54,73,858103579
greedy_giou3d_cvcy_count_yc,48,63,671312973
greedy_giou3d_cvcy_count_yc,53,55,569893862
greedy_giou3d_cvcy_count_yc,52,61,606801454
greedy_giou3d_cvcy_count_yc,50,67,594723596
greedy_giou3d_cvcy_count_yc,54,63,745570625
greedy_giou3d_cvcy_count_yc,44,58,634562083
greedy_giou3d_cvcy_count_yc,50,55,745041208
greedy_giou3d_cvcy_count_yc,43,57,556437403
greedy_giou3d_cvcy_count_yc,45,52,569746988
greedy_giou3d_cvcy_count_yc,43,54,479107775
greedy_giou3d_cvcy_count_yc,41,54,409807964
greedy_giou3d_cvcy_count_yc,35,40,460808767
greedy_giou3d_cvcy_count_yc,53,59,467804032
greedy_giou3d_cvcy_count_yc,37,57,531107346
greedy_giou3d_cvcy_count_yc,45,48,564813069
greedy_giou3d_cvcy_count_yc,44,47,489434665
greedy_giou3d_cvcy_count_yc,38,44,429093940
greedy_giou3d_cvcy_count_yc,47,45,430927469
greedy_giou3d_cvcy_count_yc,41,46,408778246
greedy_giou3d_cvcy_count_yc,52,46,536575558
greedy_giou3d_cvcy_count_yc,42,47,574535820
greedy_giou3d_cvcy_count_yc,46,53,557879793
greedy_giou3d_cvcy_count_yc,42,34,5168667
greedy_giou3d_cvcy_count_yc,52,75,309706857
greedy_giou3d_cvcy_count_yc,44,74,622598854
greedy_giou3d_cvcy_count_yc,33,61,602658556
greedy_giou3d_cvcy_count_yc,37,58,650024475
greedy_giou3d_cvcy_count_yc,38,65,655403158
greedy_giou3d_cvcy_count_yc,44,66,593487624
greedy_giou3d_cvcy_count_yc,48,64,608445765
greedy_giou3d_cvcy_count_yc,40,63,411787941
greedy_giou3d_cvcy_count_yc,46,65,583908263
greedy_giou3d_cvcy_count_yc,35,60,419307825
greedy_giou3d_cvcy_count_yc,35,58,582527437
greedy_giou3d_cvcy_count_yc,38,60,593277182
greedy_giou3d_cvcy_count_yc,42,63,672108539
greedy_giou3d_cvcy_count_yc,28,59,463911123
greedy_giou3d_cvcy_count_yc,34,51,505379800
greedy_giou3d_cvcy_count_yc,25,42,306860487
greedy_giou3d_cvcy_count_yc,29,44,246998825
greedy_giou3d_cvcy_count_yc,25,43,226756937
greedy_giou3d_cvcy_count_yc,35,45,312411676
greedy_giou3d_cvcy_count_yc,40,57,360360922
greedy_giou3d_cvcy_count_yc,34,58,442464452
greedy_giou3d_cvcy_count_yc,28,54,379585714
greedy_giou3d_cvcy_count_yc,27,42,347729706
greedy_giou3d_cvcy_count_yc,24,38,359566311
greedy_giou3d_cvcy_count_yc,31,38,347664843
greedy_giou3d_cvcy_count_yc,31,37,342930935
greedy_giou3d_cvcy_count_yc,31,37,315309268
greedy_giou3d_cvcy_count_yc,31,43,406896093
greedy_giou3d_cvcy_count_yc,41,55,459180919
greedy_giou3d_cvcy_count_yc,40,64,489861290
greedy_giou3d_cvcy_count_yc,54,69,715567604
greedy_giou3d_cvcy_count_yc,50,74,670550596
greedy_giou3d_cvcy_count_yc,39,64,696951169
greedy_giou3d_cvcy_count_yc,33,54,376643908
greedy_giou3d_cvcy_count_yc,32,48,334152035
greedy_giou3d_cvcy_count_yc,28,42,225504956
greedy_giou3d_cvcy_count_yc,36,49,265049059
greedy_giou3d_cvcy_count_yc,33,52,250243208
greedy_giou3d_cvcy_count_yc,24,44,200283677
greedy_giou3d_cvcy_count_yc,61,49,7938325
greedy_giou3d_cvcy_count_yc,48,83,890570582
greedy_giou3d_cvcy_count_yc,50,81,1576836999
greedy_giou3d_cvcy_count_yc,41,76,1443753255
greedy_giou3d_cvcy_count_yc,59,79,1605847360
greedy_giou3d_cvcy_count_yc,49,86,1239830382
greedy_giou3d_cvcy_count_yc,59,85,1417928574
greedy_giou3d_cvcy_count_yc,47,80,894657943
greedy_giou3d_cvcy_count_yc,64,82,1242905947
greedy_giou3d_cvcy_count_yc,57,91,1066029822
greedy_giou3d_cvcy_count_yc,46,82,908972658
greedy_giou3d_cvcy_count_yc,40,67,726369663
greedy_giou3d_cvcy_count_yc,35,61,582189357
greedy_giou3d_cvcy_count_yc,40,62,644558732
greedy_giou3d_cvcy_count_yc,48,67,573925722
greedy_giou3d_cvcy_count_yc,46,63,816672330
greedy_giou3d_cvcy_count_yc,39,65,610057805
greedy_giou3d_cvcy_count_yc,48,59,686006247
greedy_giou3d_cvcy_count_yc,46,63,559785267
greedy_giou3d_cvcy_count_yc,36,56,535300134
greedy_giou3d_cvcy_count_yc,40,47,411962932
greedy_giou3d_cvcy_count_yc,52,54,344354059
greedy_giou3d_cvcy_count_yc,47,62,492920413
greedy_giou3d_cvcy_count_yc,37,63,419052831
greedy_giou3d_cvcy_count_yc,32,53,398126740
greedy_giou3d_cvcy_count_yc,38,55,410612352
greedy_giou3d_cvcy_count_yc,26,49,333691826
greedy_giou3d_cvcy_count_yc,28,42,341371924
greedy_giou3d_cvcy_count_yc,32,47,340948056
greedy_giou3d_cvcy_count_yc,47,54,381330121
greedy_giou3d_cvcy_count_yc,58,60,513626135
greedy_giou3d_cvcy_count_yc,56,55,377870999
greedy_giou3d_cvcy_count_yc,55,41,366539632
greedy_giou3d_cvcy_count_yc,83,40,327880798
greedy_giou3d_cvcy_count_yc,51,42,303995166
greedy_giou3d_cvcy_count_yc,78,39,309145664
greedy_giou3d_cvcy_count_yc,64,41,330702520
greedy_giou3d_cvcy_count_yc,67,45,335268338
greedy_giou3d_cvcy_count_yc,50,43,314570816
greedy_giou3d_cvcy_count_yc,51,45,317181479
greedy_giou3d_cvcy_count_yc,43,52,387470578
greedy_giou3d_cvcy_count_yc,127,120,17188067
greedy_giou3d_cvcy_count_yc,113,183,4010806549
greedy_giou3d_cvcy_count_yc,115,174,6524686712
greedy_giou3d_cvcy_count_yc,121,175,6716501555
greedy_giou3d_cvcy_count_yc,129,180,7212719366
greedy_giou3d_cvcy_count_yc,144,211,8548364513
greedy_giou3d_cvcy_count_yc,141,213,9907600030
greedy_giou3d_cvcy_count_yc,139,225,10185145562
greedy_giou3d_cvcy_count_yc,132,203,10405735042
greedy_giou3d_cvcy_count_yc,147,215,10588393517
greedy_giou3d_cvcy_count_yc,139,214,11148986775
greedy_giou3d_cvcy_count_yc,134,208,11010095361
greedy_giou3d_cvcy_count_yc,126,206,11132466894
greedy_giou3d_cvcy_count_yc,135,204,11897546254
greedy_giou3d_cvcy_count_yc,119,196,11208424063
greedy_giou3d_cvcy_count_yc,129,194,11324559720
greedy_giou3d_cvcy_count_yc,129,205,11156262605
greedy_giou3d_cvcy_count_yc,144,213,12333493052
greedy_giou3d_cvcy_count_yc,132,195,11160526462
greedy_giou3d_cvcy_count_yc,151,198,10085030407
greedy_giou3d_cvcy_count_yc,125,208,7941915723
greedy_giou3d_cvcy_count_yc,115,183,6409269059
greedy_giou3d_cvcy_count_yc,103,162,4633487999
greedy_giou3d_cvcy_count_yc,79,145,3440442466
greedy_giou3d_cvcy_count_yc,93,137,3542618882
greedy_giou3d_cvcy_count_yc,130,166,5281503002
greedy_giou3d_cvcy_count_yc,111,186,5148383409
greedy_giou3d_cvcy_count_yc,107,165,5736462238
greedy_giou3d_cvcy_count_yc,110,162,4734407605
greedy_giou3d_cvcy_count_yc,90,148,3653797382
greedy_giou3d_cvcy_count_yc,76,110,2543630485
greedy_giou3d_cvcy_count_yc,62,105,1721277231
greedy_giou3d_cvcy_count_yc,69,96,1813902516
greedy_giou3d_cvcy_count_yc,67,105,1774665772
greedy_giou3d_cvcy_count_yc,63,99,2046194801
greedy_giou3d_cvcy_count_yc,68,109,1730412049
greedy_giou3d_cvcy_count_yc,48,95,1346854420
greedy_giou3d_cvcy_count_yc,45,77,1013622760
greedy_giou3d_cvcy_count_yc,51,78,928912712
greedy_giou3d_cvcy_count_yc,75,104,1402379428
greedy_giou3d_cvcy_count_yc,88,71,10947845
greedy_giou3d_cvcy_count_yc,73,113,1023986253
greedy_giou3d_cvcy_count_yc,61,86,1351146894
greedy_giou3d_cvcy_count_yc,81,90,1400898385
greedy_giou3d_cvcy_count_yc,64,93,1318135348
greedy_giou3d_cvcy_count_yc,60,83,1395806187
greedy_giou3d_cvcy_count_yc,57,81,1244153999
greedy_giou3d_cvcy_count_yc,55,78,1154884943
greedy_giou3d_cvcy_count_yc,64,74,1349951853
greedy_giou3d_cvcy_count_yc,64,88,1262221551
greedy_giou3d_cvcy_count_yc,68,86,1292082951
greedy_giou3d_cvcy_count_yc,71,95,1334446490
greedy_giou3d_cvcy_count_yc,69,100,1411702551
greedy_giou3d_cvcy_count_yc,77,98,1654386047
greedy_giou3d_cvcy_count_yc,63,96,1594345431
greedy_giou3d_cvcy_count_yc,56,80,1295243384
greedy_giou3d_cvcy_count_yc,54,77,1085718200
greedy_giou3d_cvcy_count_yc,78,98,1381808208
greedy_giou3d_cvcy_count_yc,72,107,1599117922
greedy_giou3d_cvcy_count_yc,60,92,1567421693
greedy_giou3d_cvcy_count_yc,83,112,1831598277
greedy_giou3d_cvcy_count_yc,81,130,1958214544
greedy_giou3d_cvcy_count_yc,94,139,2584341273
greedy_giou3d_cvcy_count_yc,132,183,4945855208
greedy_giou3d_cvcy_count_yc,88,173,4544025003
greedy_giou3d_cvcy_count_yc,63,112,2415894817
greedy_giou3d_cvcy_count_yc,67,90,1713853544
greedy_giou3d_cvcy_count_yc,56,81,1071834318
greedy_giou3d_cvcy_count_yc,63,79,1052766755
greedy_giou3d_cvcy_count_yc,60,79,1068454443
greedy_giou3d_cvcy_count_yc,64,79,1149062821
greedy_giou3d_cvcy_count_yc,57,83,975994162
greedy_giou3d_cvcy_count_yc,63,85,1097371026
greedy_giou3d_cvcy_count_yc,68,97,1300906355
greedy_giou3d_cvcy_count_yc,63,91,1215010256
greedy_giou3d_cvcy_count_yc,58,79,1254572505
greedy_giou3d_cvcy_count_yc,58,78,980488986
greedy_giou3d_cvcy_count_yc,57,72,1047346667
greedy_giou3d_cvcy_count_yc,69,84,1029179370
greedy_giou3d_cvcy_count_yc,67,89,1181896186
