config,n_dets,n_trks,time_ns
hungarian_dist5_ack_conf_padd_05_noyc,38,58,12283376
hungarian_dist5_ack_conf_padd_05_noyc,47,56,10129712
hungarian_dist5_ack_conf_padd_05_noyc,41,58,9999854
hungarian_dist5_ack_conf_padd_05_noyc,52,57,11282654
hungarian_dist5_ack_conf_padd_05_noyc,42,62,10644780
hungarian_dist5_ack_conf_padd_05_noyc,46,62,10855528
hungarian_dist5_ack_conf_padd_05_noyc,42,16,4180333
hungarian_dist5_ack_conf_padd_05_noyc,52,24,6305234
hungarian_dist5_ack_conf_padd_05_noyc,44,30,6372938
hungarian_dist5_ack_conf_padd_05_noyc,33,36,6160007
hungarian_dist5_ack_conf_padd_05_noyc,37,42,7578146
hungarian_dist5_ack_conf_padd_05_noyc,38,47,8884671
hungarian_dist5_ack_conf_padd_05_noyc,44,53,8901201
hungarian_dist5_ack_conf_padd_05_noyc,48,60,13619836
hungarian_dist5_ack_conf_padd_05_noyc,40,66,10297671
hungarian_dist5_ack_conf_padd_05_noyc,46,68,11287103
hungarian_dist5_ack_conf_padd_05_noyc,35,68,11802411
hungarian_dist5_ack_conf_padd_05_noyc,35,79,13938031
hungarian_dist5_ack_conf_padd_05_noyc,38,81,12001207
hungarian_dist5_ack_conf_padd_05_noyc,42,91,12859035
hungarian_dist5_ack_conf_padd_05_noyc,28,89,12596732
hungarian_dist5_ack_conf_padd_05_noyc,34,89,12339449
hungarian_dist5_ack_conf_padd_05_noyc,25,85,11765233
hungarian_dist5_ack_conf_padd_05_noyc,29,87,11077537
hungarian_dist5_ack_conf_padd_05_noyc,25,88,11150402
hungarian_dist5_ack_conf_padd_05_noyc,35,86,11175147
hungarian_dist5_ack_conf_padd_05_noyc,40,87,12859477
hungarian_dist5_ack_conf_padd_05_noyc,34,91,11217284
hungarian_dist5_ack_conf_padd_05_noyc,28,84,10910319
hungarian_dist5_ack_conf_padd_05_noyc,27,80,9335291
hungarian_dist5_ack_conf_padd_05_noyc,24,81,9994253
hungarian_dist5_ack_conf_padd_05_noyc,31,80,10061988
hungarian_dist5_ack_conf_padd_05_noyc,31,75,10916461
hungarian_dist5_ack_conf_padd_05_noyc,31,74,10448319
hungarian_dist5_ack_conf_padd_05_noyc,31,74,10139210
hungarian_dist5_ack_conf_padd_05_noyc,41,75,10904849
hungarian_dist5_ack_conf_padd_05_noyc,40,83,10621278
hungarian_dist5_ack_conf_padd_05_noyc,54,87,12568410
hungarian_dist5_ack_conf_padd_05_noyc,50,85,12209400
hungarian_dist5_ack_conf_padd_05_noyc,39,90,12300798
hungarian_dist5_ack_conf_padd_05_noyc,33,88,10753450
hungarian_dist5_ack_conf_padd_05_noyc,32,81,9308671
hungarian_dist5_ack_conf_padd_05_noyc,28,74,8679674
hungarian_dist5_ack_conf_padd_05_noyc,36,83,8607221
hungarian_dist5_ack_conf_padd_05_noyc,33,79,9170197
hungarian_dist5_ack_conf_padd_05_noyc,24,68,7753879
hungarian_dist5_ack_conf_padd_05_noyc,61,21,5865404
hungarian_dist5_ack_conf_padd_05_noyc,48,30,6982891
hungarian_dist5_ack_conf_padd_05_noyc,50,42,8210501
hungarian_dist5_ack_conf_padd_05_noyc,41,48,8955802
hungarian_dist5_ack_conf_padd_05_noyc,59,61,11849558
hungarian_dist5_ack_conf_padd_05_noyc,49,62,11571836
hungarian_dist5_ack_conf_padd_05_noyc,59,72,12869145
hungarian_dist5_ack_conf_padd_05_noyc,47,74,12073530
hungarian_dist5_ack_conf_padd_05_noyc,64,80,14360929
hungarian_dist5_ack_conf_padd_05_noyc,57,87,13893219
hungarian_dist5_ack_conf_padd_05_noyc,46,91,90937129
hungarian_dist5_ack_conf_padd_05_noyc,40,90,13045519
hungarian_dist5_ack_conf_padd_05_noyc,35,96,13495196
hungarian_dist5_ack_conf_padd_05_noyc,40,93,14219168
hungarian_dist5_ack_conf_padd_05_noyc,48,106,14362713
hungarian_dist5_ack_conf_padd_05_noyc,46,104,14354096
hungarian_dist5_ack_conf_padd_05_noyc,39,105,12773127
hungarian_dist5_ack_conf_padd_05_noyc,48,100,14380335
hungarian_dist5_ack_conf_padd_05_noyc,46,99,15783197
hungarian_dist5_ack_conf_padd_05_noyc,36,95,17491661
hungarian_dist5_ack_conf_padd_05_noyc,40,87,12350670
hungarian_dist5_ack_conf_padd_05_noyc,52,92,13224247
hungarian_dist5_ack_conf_padd_05_noyc,47,92,20420021
hungarian_dist5_ack_conf_padd_05_noyc,37,94,17984018
hungarian_dist5_ack_conf_padd_05_noyc,32,88,11222093
hungarian_dist5_ack_conf_padd_05_noyc,38,97,11504634
hungarian_dist5_ack_conf_padd_05_noyc,26,96,11102503
hungarian_dist5_ack_conf_padd_05_noyc,28,94,11144831
hungarian_dist5_ack_conf_padd_05_noyc,32,91,11802270
hungarian_dist5_ack_conf_padd_05_noyc,47,92,13244465
hungarian_dist5_ack_conf_padd_05_noyc,58,91,14116219
hungarian_dist5_ack_conf_padd_05_noyc,56,91,13524561
hungarian_dist5_ack_conf_padd_05_noyc,55,83,20814136
hungarian_dist5_ack_conf_padd_05_noyc,83,87,16100341
hungarian_dist5_ack_conf_padd_05_noyc,51,79,14043225
hungarian_dist5_ack_conf_padd_05_noyc,78,77,14164047
hungarian_dist5_ack_conf_padd_05_noyc,64,74,12807251
hungarian_dist5_ack_conf_padd_05_noyc,67,73,13780722
hungarian_dist5_ack_conf_padd_05_noyc,50,72,12045759
hungarian_dist5_ack_conf_padd_05_noyc,51,64,11281102
hungarian_dist5_ack_conf_padd_05_noyc,43,71,10461443
hungarian_dist5_ack_conf_padd_05_noyc,127,66,14397256
hungarian_dist5_ack_conf_padd_05_noyc,113,86,21458522
hungarian_dist5_ack_conf_padd_05_noyc,115,96,27102348
hungarian_dist5_ack_conf_padd_05_noyc,121,104,27834777
hungarian_dist5_ack_conf_padd_05_noyc,129,120,33131975
hungarian_dist5_ack_conf_padd_05_noyc,144,138,35534356
hungarian_dist5_ack_conf_padd_05_noyc,141,158,55717280
hungarian_dist5_ack_conf_padd_05_noyc,139,172,44928906
hungarian_dist5_ack_conf_padd_05_noyc,132,176,44300750
hungarian_dist5_ack_conf_padd_05_noyc,147,182,49585826
hungarian_dist5_ack_conf_padd_05_noyc,139,188,51048148
hungarian_dist5_ack_conf_padd_05_noyc,134,197,56276479
hungarian_dist5_ack_conf_padd_05_noyc,126,204,48812624
hungarian_dist5_ack_conf_padd_05_noyc,135,214,51293288
hungarian_dist5_ack_conf_padd_05_noyc,119,213,53987657
hungarian_dist5_ack_conf_padd_05_noyc,129,212,53871303
hungarian_dist5_ack_conf_padd_05_noyc,129,224,50086919
hungarian_dist5_ack_conf_padd_05_noyc,144,236,58726108
hungarian_dist5_ack_conf_padd_05_noyc,132,233,53136291
hungarian_dist5_ack_conf_padd_05_noyc,151,240,57685893
hungarian_dist5_ack_conf_padd_05_noyc,125,242,50795172
hungarian_dist5_ack_conf_padd_05_noyc,115,249,46382571
hungarian_dist5_ack_conf_padd_05_noyc,103,250,44392298
hungarian_dist5_ack_conf_padd_05_noyc,79,253,48202501
hungarian_dist5_ack_conf_padd_05_noyc,93,247,44785111
hungarian_dist5_ack_conf_padd_05_noyc,130,259,58259459
hungarian_dist5_ack_conf_padd_05_noyc,111,256,56388175
hungarian_dist5_ack_conf_padd_05_noyc,107,257,45783018
hungarian_dist5_ack_conf_padd_05_noyc,110,263,46226324
hungarian_dist5_ack_conf_padd_05_noyc,90,264,40580202
hungarian_dist5_ack_conf_padd_05_noyc,76,251,38706424
hungarian_dist5_ack_conf_padd_05_noyc,62,242,35223244
hungarian_dist5_ack_conf_padd_05_noyc,69,237,33304122
hungarian_dist5_ack_conf_padd_05_noyc,67,237,32601279
hungarian_dist5_ack_conf_padd_05_noyc,63,232,35903566
hungarian_dist5_ack_conf_padd_05_noyc,68,226,33538212
hungarian_dist5_ack_conf_padd_05_noyc,48,204,25680662
hungarian_dist5_ack_conf_padd_05_noyc,45,188,22994408
hungarian_dist5_ack_conf_padd_05_noyc,51,176,22787978
hungarian_dist5_ack_conf_padd_05_noyc,75,171,33744212
hungarian_dist5_ack_conf_padd_05_noyc,88,35,7698227
hungarian_dist5_ack_conf_padd_05_noyc,73,42,9770692
hungarian_dist5_ack_conf_padd_05_noyc,61,42,9783546
hungarian_dist5_ack_conf_padd_05_noyc,81,49,11443009
hungarian_dist5_ack_conf_padd_05_noyc,64,61,11602523
hungarian_dist5_ack_conf_padd_05_noyc,60,66,12308152
hungarian_dist5_ack_conf_padd_05_noyc,57,69,12620907
hungarian_dist5_ack_conf_padd_05_noyc,55,69,12545188
hungarian_dist5_ack_conf_padd_05_noyc,64,73,20665051
hungarian_dist5_ack_conf_padd_05_noyc,64,77,16915320
hungarian_dist5_ack_conf_padd_05_noyc,68,75,15436679
hungarian_dist5_ack_conf_padd_05_noyc,71,82,15475180
hungarian_dist5_ack_conf_padd_05_noyc,69,90,16146876
hungarian_dist5_ack_conf_padd_05_noyc,77,95,18490630
hungarian_dist5_ack_conf_padd_05_noyc,63,93,17539429
hungarian_dist5_ack_conf_padd_05_noyc,56,89,14744746
hungarian_dist5_ack_conf_padd_05_noyc,54,95,14876448
hungarian_dist5_ack_conf_padd_05_noyc,78,109,18310638
hungarian_dist5_ack_conf_padd_05_noyc,72,108,18786033
hungarian_dist5_ack_conf_padd_05_noyc,60,112,17160852
hungarian_dist5_ack_conf_padd_05_noyc,83,115,21198633
hungarian_dist5_ack_conf_padd_05_noyc,81,114,20612716
hungarian_dist5_ack_conf_padd_05_noyc,94,114,22184718
hungarian_dist5_ack_conf_padd_05_noyc,132,138,28406278
hungarian_dist5_ack_conf_padd_05_noyc,88,139,24651117
hungarian_dist5_ack_conf_padd_05_noyc,63,133,20061200
hungarian_dist5_ack_conf_padd_05_noyc,67,135,20197481
hungarian_dist5_ack_conf_padd_05_noyc,56,133,18764073
hungarian_dist5_ack_conf_padd_05_noyc,63,136,19093780
hungarian_dist5_ack_conf_padd_05_noyc,60,138,19092587
hungarian_dist5_ack_conf_padd_05_noyc,64,130,19597175
hungarian_dist5_ack_conf_padd_05_noyc,57,131,18912716
hungarian_dist5_ack_conf_padd_05_noyc,63,131,19049357
hungarian_dist5_ack_conf_padd_05_noyc,68,132,22422174
hungarian_dist5_ack_conf_padd_05_noyc,63,130,18418176
hungarian_dist5_ack_conf_padd_05_noyc,58,126,20018011
hungarian_dist5_ack_conf_padd_05_noyc,58,118,20254406
hungarian_dist5_ack_conf_padd_05_noyc,57,119,17912516
hungarian_dist5_ack_conf_padd_05_noyc,69,120,17902376
hungarian_dist5_ack_conf_padd_05_noyc,67,118,17865439
hungarian_dist5_ack_conf_padd_10_noyc,137,41,11781181
hungarian_dist5_ack_conf_padd_10_noyc,141,46,14439664
hungarian_dist5_ack_conf_padd_10_noyc,162,50,27945810
hungarian_dist5_ack_conf_padd_10_noyc,167,61,31394506
hungarian_dist5_ack_conf_padd_10_noyc,177,69,32269127
hungarian_dist5_ack_conf_padd_10_noyc,157,85,23244578
hungarian_dist5_ack_conf_padd_10_noyc,169,78,26718541
hungarian_dist5_ack_conf_padd_10_noyc,158,81,27149875
hungarian_dist5_ack_conf_padd_10_noyc,182,91,40228795
hungarian_dist5_ack_conf_padd_10_noyc,188,103,30613691
hungarian_dist5_ack_conf_padd_10_noyc,193,100,31463012
hungarian_dist5_ack_conf_padd_10_noyc,205,106,35561165
hungarian_dist5_ack_conf_padd_10_noyc,202,111,37927720
hungarian_dist5_ack_conf_padd_10_noyc,213,116,39438421
hungarian_dist5_ack_conf_padd_10_noyc,207,111,37437378
hungarian_dist5_ack_conf_padd_10_noyc,209,109,36464708
hungarian_dist5_ack_conf_padd_10_noyc,217,114,37969196
hungarian_dist5_ack_conf_padd_10_noyc,245,126,41388360
hungarian_dist5_ack_conf_padd_10_noyc,238,119,42213487
hungarian_dist5_ack_conf_padd_10_noyc,229,118,40135033
hungarian_dist5_ack_conf_padd_10_noyc,239,131,49360671
hungarian_dist5_ack_conf_padd_10_noyc,242,129,42546681
hungarian_dist5_ack_conf_padd_10_noyc,228,128,127092284
hungarian_dist5_ack_conf_padd_10_noyc,223,131,44724909
hungarian_dist5_ack_conf_padd_10_noyc,206,124,39530980
hungarian_dist5_ack_conf_padd_10_noyc,226,133,44636546
hungarian_dist5_ack_conf_padd_10_noyc,188,122,41465631
hungarian_dist5_ack_conf_padd_10_noyc,186,110,37586232
hungarian_dist5_ack_conf_padd_10_noyc,190,115,34058550
hungarian_dist5_ack_conf_padd_10_noyc,166,101,32176105
hungarian_dist5_ack_conf_padd_10_noyc,176,101,30854202
hungarian_dist5_ack_conf_padd_10_noyc,176,99,31593082
hungarian_dist5_ack_conf_padd_10_noyc,194,100,30495903
hungarian_dist5_ack_conf_padd_10_noyc,189,94,34416809
hungarian_dist5_ack_conf_padd_10_noyc,190,91,27452703
hungarian_dist5_ack_conf_padd_10_noyc,173,90,33524166
hungarian_dist5_ack_conf_padd_10_noyc,181,83,28456881
hungarian_dist5_ack_conf_padd_10_noyc,183,85,28318115
hungarian_dist5_ack_conf_padd_10_noyc,202,85,35736428
hungarian_dist5_ack_conf_padd_10_noyc,89,30,11366639
hungarian_dist5_ack_conf_padd_10_noyc,65,36,13117641
hungarian_dist5_ack_conf_padd_10_noyc,79,43,15947740
hungarian_dist5_ack_conf_padd_10_noyc,69,45,17154901
hungarian_dist5_ack_conf_padd_10_noyc,60,47,15052562
hungarian_dist5_ack_conf_padd_10_noyc,73,48,17456445
hungarian_dist5_ack_conf_padd_10_noyc,69,58,12192839
hungarian_dist5_ack_conf_padd_10_noyc,66,55,15418666
hungarian_dist5_ack_conf_padd_10_noyc,74,62,12604327
hungarian_dist5_ack_conf_padd_10_noyc,64,64,12049125
hungarian_dist5_ack_conf_padd_10_noyc,67,69,15197279
hungarian_dist5_ack_conf_padd_10_noyc,76,71,16354969
hungarian_dist5_ack_conf_padd_10_noyc,72,70,15872661
hungarian_dist5_ack_conf_padd_10_noyc,92,78,18215413
hungarian_dist5_ack_conf_padd_10_noyc,73,83,15106200
hungarian_dist5_ack_conf_padd_10_noyc,73,85,15224729
hungarian_dist5_ack_conf_padd_10_noyc,69,81,14399460
hungarian_dist5_ack_conf_padd_10_noyc,66,78,14053684
hungarian_dist5_ack_conf_padd_10_noyc,71,81,15324021
hungarian_dist5_ack_conf_padd_10_noyc,68,82,14132809
hungarian_dist5_ack_conf_padd_10_noyc,68,83,14585373
hungarian_dist5_ack_conf_padd_10_noyc,66,75,14146154
hungarian_dist5_ack_conf_padd_10_noyc,76,78,14316037
hungarian_dist5_ack_conf_padd_10_noyc,72,76,15996158
hungarian_dist5_ack_conf_padd_10_noyc,59,69,13533175
hungarian_dist5_ack_conf_padd_10_noyc,56,69,11499262
hungarian_dist5_ack_conf_padd_10_noyc,64,66,20351784
hungarian_dist5_ack_conf_padd_10_noyc,59,66,19308734
hungarian_dist5_ack_conf_padd_10_noyc,53,63,11254262
hungarian_dist5_ack_conf_padd_10_noyc,55,63,11514491
hungarian_dist5_ack_conf_padd_10_noyc,53,60,11099938
hungarian_dist5_ack_conf_padd_10_noyc,54,56,11015763
hungarian_dist5_ack_conf_padd_10_noyc,66,58,11509030
hungarian_dist5_ack_conf_padd_10_noyc,45,53,9215891
hungarian_dist5_ack_conf_padd_10_noyc,55,48,9272144
hungarian_dist5_ack_conf_padd_10_noyc,58,51,9807489
hungarian_dist5_ack_conf_padd_10_noyc,58,48,9486328
hungarian_dist5_ack_conf_padd_10_noyc,55,50,10310494
hungarian_dist5_ack_conf_padd_10_noyc,54,49,9373520
hungarian_dist5_ack_conf_padd_10_noyc,45,47,8220138
hungarian_dist5_ack_conf_padd_10_noyc,50,45,9519398
hungarian_dist5_ack_conf_padd_10_noyc,114,59,13583809
hungarian_dist5_ack_conf_padd_10_noyc,102,70,32395179
hungarian_dist5_ack_conf_padd_10_noyc,93,81,30787199
hungarian_dist5_ack_conf_padd_10_noyc,99,100,33008687
hungarian_dist5_ack_conf_padd_10_noyc,100,108,32269917
hungarian_dist5_ack_conf_padd_10_noyc,105,128,32733741
hungarian_dist5_ack_conf_padd_10_noyc,105,128,35966181
hungarian_dist5_ack_conf_padd_10_noyc,96,136,34977600
hungarian_dist5_ack_conf_padd_10_noyc,95,128,39933631
hungarian_dist5_ack_conf_padd_10_noyc,88,133,34437687
hungarian_dist5_ack_conf_padd_10_noyc,88,130,36571944
hungarian_dist5_ack_conf_padd_10_noyc,95,131,36168192
hungarian_dist5_ack_conf_padd_10_noyc,94,129,35689641
hungarian_dist5_ack_conf_padd_10_noyc,111,139,37575492
hungarian_dist5_ack_conf_padd_10_noyc,106,132,41117400
hungarian_dist5_ack_conf_padd_10_noyc,93,136,35968474
hungarian_dist5_ack_conf_padd_10_noyc,90,136,38496276
hungarian_dist5_ack_conf_padd_10_noyc,93,130,42852533
hungarian_dist5_ack_conf_padd_10_noyc,103,130,41702306
hungarian_dist5_ack_conf_padd_10_noyc,93,141,39188731
hungarian_dist5_ack_conf_padd_10_noyc,114,136,40567017
hungarian_dist5_ack_conf_padd_10_noyc,111,142,39582486
hungarian_dist5_ack_conf_padd_10_noyc,127,146,38660649
hungarian_dist5_ack_conf_padd_10_noyc,119,148,39221150
hungarian_dist5_ack_conf_padd_10_noyc,139,147,52861433
hungarian_dist5_ack_conf_padd_10_noyc,146,156,48300369
hungarian_dist5_ack_conf_padd_10_noyc,145,155,47736671
hungarian_dist5_ack_conf_padd_10_noyc,124,154,42958629
hungarian_dist5_ack_conf_padd_10_noyc,128,157,45011036
hungarian_dist5_ack_conf_padd_10_noyc,147,160,48281554
hungarian_dist5_ack_conf_padd_10_noyc,132,168,45930548
hungarian_dist5_ack_conf_padd_10_noyc,134,169,45806139
hungarian_dist5_ack_conf_padd_10_noyc,113,167,34378297
hungarian_dist5_ack_conf_padd_10_noyc,93,163,27560029
hungarian_dist5_ack_conf_padd_10_noyc,118,162,40820203
hungarian_dist5_ack_conf_padd_10_noyc,151,166,42538555
hungarian_dist5_ack_conf_padd_10_noyc,136,161,49471524
hungarian_dist5_ack_conf_padd_10_noyc,131,158,50895154
hungarian_dist5_ack_conf_padd_10_noyc,123,150,43695905
hungarian_dist5_ack_conf_padd_10_noyc,122,141,42285970
hungarian_dist5_ack_conf_padd_10_noyc,124,132,45052401
hungarian_dist5_ack_conf_padd_10_noyc,58,21,6511354
hungarian_dist5_ack_conf_padd_10_noyc,56,26,8070652
hungarian_dist5_ack_conf_padd_10_noyc,68,24,10671950
hungarian_dist5_ack_conf_padd_10_noyc,57,30,7772985
hungarian_dist5_ack_conf_padd_10_noyc,66,38,8359784
hungarian_dist5_ack_conf_padd_10_noyc,68,46,11680285
hungarian_dist5_ack_conf_padd_10_noyc,55,47,9453397
hungarian_dist5_ack_conf_padd_10_noyc,51,45,9082465
hungarian_dist5_ack_conf_padd_10_noyc,62,47,10262346
hungarian_dist5_ack_conf_padd_10_noyc,57,53,8803602
hungarian_dist5_ack_conf_padd_10_noyc,77,65,12839439
hungarian_dist5_ack_conf_padd_10_noyc,66,61,11974868
hungarian_dist5_ack_conf_padd_10_noyc,61,61,10921829
hungarian_dist5_ack_conf_padd_10_noyc,62,63,12743251
hungarian_dist5_ack_conf_padd_10_noyc,63,63,12078078
hungarian_dist5_ack_conf_padd_10_noyc,54,67,10573991
hungarian_dist5_ack_conf_padd_10_noyc,69,65,12770963
hungarian_dist5_ack_conf_padd_10_noyc,58,67,11333448
hungarian_dist5_ack_conf_padd_10_noyc,54,71,11257227
hungarian_dist5_ack_conf_padd_10_noyc,48,65,10611589
hungarian_dist5_ack_conf_padd_10_noyc,53,63,9802380
hungarian_dist5_ack_conf_padd_10_noyc,52,58,10413214
hungarian_dist5_ack_conf_padd_10_noyc,50,60,9572376
hungarian_dist5_ack_conf_padd_10_noyc,54,57,10903906
hungarian_dist5_ack_conf_padd_10_noyc,44,57,11937990
hungarian_dist5_ack_conf_padd_10_noyc,50,53,13281122
hungarian_dist5_ack_conf_padd_10_noyc,43,47,10599556
hungarian_dist5_ack_conf_padd_10_noyc,45,52,9882347
hungarian_dist5_ack_conf_padd_10_noyc,43,51,8839938
hungarian_dist5_ack_conf_padd_10_noyc,41,48,8004571
hungarian_dist5_ack_conf_padd_10_noyc,35,47,7756264
hungarian_dist5_ack_conf_padd_10_noyc,53,51,9285930
hungarian_dist5_ack_conf_padd_10_noyc,37,46,7260742
hungarian_dist5_ack_conf_padd_10_noyc,45,46,8703969
hungarian_dist5_ack_conf_padd_10_noyc,44,43,7984513
hungarian_dist5_ack_conf_padd_10_noyc,38,42,7293612
hungarian_dist5_ack_conf_padd_10_noyc,47,40,7604654
hungarian_dist5_ack_conf_padd_10_noyc,41,41,7291880
hungarian_dist5_ack_conf_padd_10_noyc,52,43,8422460
hungarian_dist5_ack_conf_padd_10_noyc,42,47,7653725
hungarian_dist5_ack_conf_padd_10_noyc,46,48,7654838
hungarian_dist5_ack_conf_padd_10_noyc,42,16,4627096
hungarian_dist5_ack_conf_padd_10_noyc,52,23,11398136
hungarian_dist5_ack_conf_padd_10_noyc,44,27,16647958
hungarian_dist5_ack_conf_padd_10_noyc,33,33,8410669
hungarian_dist5_ack_conf_padd_10_noyc,37,37,9753259
hungarian_dist5_ack_conf_padd_10_noyc,38,43,12455854
hungarian_dist5_ack_conf_padd_10_noyc,44,46,10964438
hungarian_dist5_ack_conf_padd_10_noyc,48,53,12561236
hungarian_dist5_ack_conf_padd_10_noyc,40,54,12240266
hungarian_dist5_ack_conf_padd_10_noyc,46,56,13032314
hungarian_dist5_ack_conf_padd_10_noyc,35,53,12122449
hungarian_dist5_ack_conf_padd_10_noyc,35,63,11439823
hungarian_dist5_ack_conf_padd_10_noyc,38,63,8878951
hungarian_dist5_ack_conf_padd_10_noyc,42,67,9924133
hungarian_dist5_ack_conf_padd_10_noyc,28,58,8403055
hungarian_dist5_ack_conf_padd_10_noyc,34,50,8309873
hungarian_dist5_ack_conf_padd_10_noyc,25,47,8424374
hungarian_dist5_ack_conf_padd_10_noyc,29,44,6390911
hungarian_dist5_ack_conf_padd_10_noyc,25,46,6084637
hungarian_dist5_ack_conf_padd_10_noyc,35,46,6894749
hungarian_dist5_ack_conf_padd_10_noyc,40,48,9409196
hungarian_dist5_ack_conf_padd_10_noyc,34,49,8616387
hungarian_dist5_ack_conf_padd_10_noyc,28,45,7958025
hungarian_dist5_ack_conf_padd_10_noyc,27,45,6270531
hungarian_dist5_ack_conf_padd_10_noyc,24,45,6353742
hungarian_dist5_ack_conf_padd_10_noyc,31,45,6826654
hungarian_dist5_ack_conf_padd_10_noyc,31,42,6966701
hungarian_dist5_ack_conf_padd_10_noyc,31,43,5959788
hungarian_dist5_ack_conf_padd_10_noyc,31,47,6927779
hungarian_dist5_ack_conf_padd_10_noyc,41,49,7756334
hungarian_dist5_ack_conf_padd_10_noyc,40,56,8258288
hungarian_dist5_ack_conf_padd_10_noyc,54,60,10689793
hungarian_dist5_ack_conf_padd_10_noyc,50,55,9469296
hungarian_dist5_ack_conf_padd_10_noyc,39,58,11129563
hungarian_dist5_ack_conf_padd_10_noyc,33,57,10635823
hungarian_dist5_ack_conf_padd_10_noyc,32,50,6859403
hungarian_dist5_ack_conf_padd_10_noyc,28,50,5827014
hungarian_dist5_ack_conf_padd_10_noyc,36,53,6776962
hungarian_dist5_ack_conf_padd_10_noyc,33,40,6282472
hungarian_dist5_ack_conf_padd_10_noyc,24,30,4952264
hungarian_dist5_ack_conf_padd_10_noyc,61,21,7642484
hungarian_dist5_ack_conf_padd_10_noyc,48,29,9574882
hungarian_dist5_ack_conf_padd_10_noyc,50,35,15739025
hungarian_dist5_ack_conf_padd_10_noyc,41,41,14811287
hungarian_dist5_ack_conf_padd_10_noyc,59,54,21898100
hungarian_dist5_ack_conf_padd_10_noyc,49,54,16384042
hungarian_dist5_ack_conf_padd_10_noyc,59,65,17688132
hungarian_dist5_ack_conf_padd_10_noyc,47,63,16609608
hungarian_dist5_ack_conf_padd_10_noyc,64,72,13225289
hungarian_dist5_ack_conf_padd_10_noyc,57,74,12806758
hungarian_dist5_ack_conf_padd_10_noyc,46,74,11660740
hungarian_dist5_ack_conf_padd_10_noyc,40,74,10551889
hungarian_dist5_ack_conf_padd_10_noyc,35,68,10637897
hungarian_dist5_ack_conf_padd_10_noyc,40,62,10217204
hungarian_dist5_ack_conf_padd_10_noyc,48,65,10107941
hungarian_dist5_ack_conf_padd_10_noyc,46,60,15336435
hungarian_dist5_ack_conf_padd_10_noyc,39,59,12850089
hungarian_dist5_ack_conf_padd_10_noyc,48,57,14788996
hungarian_dist5_ack_conf_padd_10_noyc,46,57,9749032
hungarian_dist5_ack_conf_padd_10_noyc,36,56,8321434
hungarian_dist5_ack_conf_padd_10_noyc,40,56,8653876
hungarian_dist5_ack_conf_padd_10_noyc,52,63,9874733
hungarian_dist5_ack_conf_padd_10_noyc,47,65,9624452
hungarian_dist5_ack_conf_padd_10_noyc,37,64,9655690
hungarian_dist5_ack_conf_padd_10_noyc,32,53,9099375
hungarian_dist5_ack_conf_padd_10_noyc,38,56,9721992
hungarian_dist5_ack_conf_padd_10_noyc,26,59,8681386
hungarian_dist5_ack_conf_padd_10_noyc,28,53,8135171
hungarian_dist5_ack_conf_padd_10_noyc,32,50,9330010
hungarian_dist5_ack_conf_padd_10_noyc,47,51,8820963
hungarian_dist5_ack_conf_padd_10_noyc,58,55,9363782
hungarian_dist5_ack_conf_padd_10_noyc,56,51,10958167
hungarian_dist5_ack_conf_padd_10_noyc,55,49,9403625
hungarian_dist5_ack_conf_padd_10_noyc,83,49,11557510
hungarian_dist5_ack_conf_padd_10_noyc,51,44,8655999
hungarian_dist5_ack_conf_padd_10_noyc,78,40,14393148
hungarian_dist5_ack_conf_padd_10_noyc,64,39,9060474
hungarian_dist5_ack_conf_padd_10_noyc,67,42,8689000
hungarian_dist5_ack_conf_padd_10_noyc,50,43,10327577
hungarian_dist5_ack_conf_padd_10_noyc,51,41,10232992
hungarian_dist5_ack_conf_padd_10_noyc,43,48,7348644
hungarian_dist5_ack_conf_padd_10_noyc,127,66,13978815
hungarian_dist5_ack_conf_padd_10_noyc,113,84,19701116
hungarian_dist5_ack_conf_padd_10_noyc,115,90,25773892
hungarian_dist5_ack_conf_padd_10_noyc,121,98,25124648
hungarian_dist5_ack_conf_padd_10_noyc,129,114,27652881
hungarian_dist5_ack_conf_padd_10_noyc,144,131,33689780
hungarian_dist5_ack_conf_padd_10_noyc,141,144,37461611
hungarian_dist5_ack_conf_padd_10_noyc,139,157,42599096
hungarian_dist5_ack_conf_padd_10_noyc,132,163,44025912
hungarian_dist5_ack_conf_padd_10_noyc,147,172,44589960
hungarian_dist5_ack_conf_padd_10_noyc,139,169,43671549
hungarian_dist5_ack_conf_padd_10_noyc,134,173,44010553
hungarian_dist5_ack_conf_padd_10_noyc,126,175,42431738
hungarian_dist5_ack_conf_padd_10_noyc,135,182,43015824
hungarian_dist5_ack_conf_padd_10_noyc,119,174,42087275
hungarian_dist5_ack_conf_padd_10_noyc,129,176,42982752
hungarian_dist5_ack_conf_padd_10_noyc,129,174,43270852
hungarian_dist5_ack_conf_padd_10_noyc,144,182,46287844
hungarian_dist5_ack_conf_padd_10_noyc,132,177,54363015
hungarian_dist5_ack_conf_padd_10_noyc,151,183,46601391
hungarian_dist5_ack_conf_padd_10_noyc,125,179,41299504
hungarian_dist5_ack_conf_padd_10_noyc,115,191,36819439
hungarian_dist5_ack_conf_padd_10_noyc,103,189,34725826
hungarian_dist5_ack_conf_padd_10_noyc,79,191,103006365
hungarian_dist5_ack_conf_padd_10_noyc,93,179,35211310
hungarian_dist5_ack_conf_padd_10_noyc,130,193,40080711
