experiment,robot_x,robot_y,robot_z,gt1_x,gt1_y,gt1_z,track1_x,track1_y,track1_z,track1_id,track1_conf,gt2_x,gt2_y,gt2_z,track2_x,track2_y,track2_z,track2_id,track2_conf,unmatched_trks,n_dets,n_trks,delta_t
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,753116
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,763795
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,498918
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,394005
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,426895
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,390789
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,332942
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,310181
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0,0,0,525697
mocap_robot_moving_3,-2.518685545379202,2.107000307548757,0.35306452362453117,-0.018012422831767815,3.176348884889384,1.0170700462701299,,,,,,-1.2497297990190679,-0.7782929666956935,0.9217757426351006,,,,,,0,0,0,727469
mocap_robot_moving_3,-2.518685545379202,2.107000307548757,0.35306452362453117,-0.018012422831767815,3.176348884889384,1.0170700462701299,,,,,,-1.2497297990190679,-0.7782929666956935,0.9217757426351006,,,,,,0,20,8,2190871
mocap_robot_moving_3,-2.518685545379202,2.107000307548757,0.35306452362453117,-0.018012422831767815,3.176348884889384,1.0170700462701299,,,,,,-1.2497297990190679,-0.7782929666956935,0.9217757426351006,,,,,,0,18,8,1249209
mocap_robot_moving_3,-2.5108483288356727,2.1011116430741374,0.35281370289842395,-0.027253039978482673,3.1666523256847396,1.0192173352602176,,,,,,-1.2159933290804292,-0.7544311368597715,0.9120545793492255,,,,,,0,0,8,1165525
mocap_robot_moving_3,-2.4978992831885463,2.0920447799428663,0.35289751434384836,-0.043267808171832955,3.132936042070905,1.0144456045448913,,,,,,-1.1475585627332998,-0.6941511287699309,0.9032864328545526,,,,,,0,0,8,1531981
mocap_robot_moving_3,-2.4960551795683115,2.0908752845646656,0.35265995788648535,-0.04563554442385882,3.127777814481149,1.013599278988975,,,,,,-1.1380556374457362,-0.6834704604105228,0.9038190899913513,,,,,,1,24,11,2839388
mocap_robot_moving_3,-2.494429117818086,2.089518658848828,0.35301783680506893,-0.049339901424303625,3.1192585950488514,1.012803377615006,,,,,,-1.1231241311941433,-0.6669461558578821,0.9068617257425203,,,,,,0,0,8,1833337
mocap_robot_moving_3,-2.494429117818086,2.089518658848828,0.35301783680506893,-0.049339901424303625,3.1192585950488514,1.012803377615006,,,,,,-1.1231241311941433,-0.6669461558578821,0.9068617257425203,,,,,,0,0,8,830269
mocap_robot_moving_3,-2.494429117818086,2.089518658848828,0.35301783680506893,-0.049339901424303625,3.1192585950488514,1.012803377615006,,,,,,-1.1231241311941433,-0.6669461558578821,0.9068617257425203,,,,,,0,0,8,767834
mocap_robot_moving_3,-2.430795140823026,2.0423302198474937,0.3530276453124617,-0.13897637421829478,2.761451363697359,1.0071160590936667,-0.16897524823986762,3.3531696031573457,0.9068028649680787,10,0.7772722127934074,-0.7928317051834102,-0.4528409145202151,0.928053571765732,-0.9915732354769833,-0.468571882236206,1.011783227228328,4,0.8213062644719773,1,18,9,4209615
mocap_robot_moving_3,-2.426856460693415,2.039430716788026,0.3525295760761887,-0.15168834573064235,2.7264811341288455,1.0020494636627215,-0.2368793833366836,3.180162046646409,0.9052428437008154,10,0.9230943211956784,-0.7542588239842393,-0.44249842333212774,0.9285022032937201,-0.9077245097488408,-0.240536349125209,1.0225711368081893,4,0.9433609607448039,2,21,10,4413751
mocap_robot_moving_3,-2.4239879773090154,2.037350488051232,0.35254177451329516,-0.1591694791636582,2.707315566335576,0.9996004735215545,-0.19918412513834802,3.274541571994255,0.9017917440136676,10,0.8230943211956784,-0.722213458741021,-0.4393585115493496,0.934928908120579,-0.8267164931251321,-0.5105194254005161,0.9948670983640672,4,0.8433609607448039,0,0,9,1896404
