experiment,robot_x,robot_y,robot_z,gt1_x,gt1_y,gt1_z,track1_x,track1_y,track1_z,track1_id,track1_conf,gt2_x,gt2_y,gt2_z,track2_x,track2_y,track2_z,track2_id,track2_conf,unmatched_trks
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.543154845740106,2.1252318637231618,0.35265624526998063,0.012025209438647079,3.190404303458998,1.0278405131644437,,,,,,-1.3912170491111462,-0.792449391481066,0.9318412016340439,,,,,,0
mocap_robot_moving_3,-2.518685545379202,2.107000307548757,0.35306452362453117,-0.018012422831767815,3.176348884889384,1.0170700462701299,,,,,,-1.2497297990190679,-0.7782929666956935,0.9217757426351006,,,,,,0
mocap_robot_moving_3,-2.5108483288356727,2.1011116430741374,0.35281370289842395,-0.027253039978482673,3.1666523256847396,1.0192173352602176,,,,,,-1.2159933290804292,-0.7544311368597715,0.9120545793492255,,,,,,0
mocap_robot_moving_3,-2.4978992831885463,2.0920447799428663,0.35289751434384836,-0.043267808171832955,3.132936042070905,1.0144456045448913,,,,,,-1.1475585627332998,-0.6941511287699309,0.9032864328545526,,,,,,0
mocap_robot_moving_3,-2.494429117818086,2.089518658848828,0.35301783680506893,-0.049339901424303625,3.1192585950488514,1.012803377615006,,,,,,-1.1231241311941433,-0.6669461558578821,0.9068617257425203,,,,,,0
mocap_robot_moving_3,-2.494429117818086,2.089518658848828,0.35301783680506893,-0.049339901424303625,3.1192585950488514,1.012803377615006,,,,,,-1.1231241311941433,-0.6669461558578821,0.9068617257425203,,,,,,0
mocap_robot_moving_3,-2.494429117818086,2.089518658848828,0.35301783680506893,-0.049339901424303625,3.1192585950488514,1.012803377615006,,,,,,-1.1231241311941433,-0.6669461558578821,0.9068617257425203,,,,,,0
mocap_robot_moving_3,-2.4239879773090154,2.037350488051232,0.35254177451329516,-0.1591694791636582,2.707315566335576,0.9996004735215545,,,,,,-0.722213458741021,-0.4393585115493496,0.934928908120579,,,,,,0
mocap_robot_moving_3,-2.4064947523129017,2.026885547221788,0.35253955841701945,-0.2344261628301541,2.5639251194035935,0.9731480659290999,,,,,,-0.5953900577496977,-0.43988442537508426,0.9501145410682115,,,,,,0
mocap_robot_moving_3,-2.4064947523129017,2.026885547221788,0.35253955841701945,-0.2344261628301541,2.5639251194035935,0.9731480659290999,,,,,,-0.5953900577496977,-0.43988442537508426,0.9501145410682115,,,,,,0
mocap_robot_moving_3,-2.4064947523129017,2.026885547221788,0.35253955841701945,-0.2344261628301541,2.5639251194035935,0.9731480659290999,,,,,,-0.5953900577496977,-0.43988442537508426,0.9501145410682115,,,,,,0
mocap_robot_moving_3,-2.4064947523129017,2.026885547221788,0.35253955841701945,-0.2344261628301541,2.5639251194035935,0.9731480659290999,,,,,,-0.5953900577496977,-0.43988442537508426,0.9501145410682115,,,,,,0
mocap_robot_moving_3,-2.4064947523129017,2.026885547221788,0.35253955841701945,-0.2344261628301541,2.5639251194035935,0.9731480659290999,,,,,,-0.5953900577496977,-0.43988442537508426,0.9501145410682115,,,,,,0
mocap_robot_moving_3,-2.3136620993306254,1.9879285219963054,0.35325824281209817,-0.5643034031348251,1.9196686588369254,0.9764366929882726,,,,,,-0.1655144695414689,-0.3146276407420966,0.9171656383877826,,,,,,0
mocap_robot_moving_3,-2.297438235698318,1.9808498618318509,0.3531029093310581,-0.6253016304678336,1.8157441530439125,1.0018698877317422,,,,,,-0.09317969527321215,-0.2535480195318473,0.9318976621584589,,,,,,0
mocap_robot_moving_3,-2.2731290929551196,1.9699264431995862,0.3526877502196593,-0.7103449139333995,1.660292833902002,1.0115382730226015,,,,,,-0.0019304311680671963,-0.16492061065952465,0.9575212003844819,,,,,,0
mocap_robot_moving_3,-2.2658238184379944,1.967755418049706,0.3529574645017659,-0.7323776455087362,1.6134354333467142,1.0077767654829892,,,,,,0.022304599385039894,-0.14223920867348006,0.9570119720823943,-0.1548376650946599,0.035701690010194076,1.7000203715409181,0,0.9594922065734863,0
mocap_robot_moving_3,-2.2658238184379944,1.967755418049706,0.3529574645017659,-0.7323776455087362,1.6134354333467142,1.0077767654829892,,,,,,0.022304599385039894,-0.14223920867348006,0.9570119720823943,-0.1527484036077936,0.04287269337162822,1.7043070469114965,0,0.9986161226682952,0
mocap_robot_moving_3,-2.2658238184379944,1.967755418049706,0.3529574645017659,-0.7323776455087362,1.6134354333467142,1.0077767654829892,,,,,,0.022304599385039894,-0.14223920867348006,0.9570119720823943,-0.1493046850499464,0.05054183011002644,1.7047897298789163,0,0.9999466180130836,0
mocap_robot_moving_3,-2.2658238184379944,1.967755418049706,0.3529574645017659,-0.7323776455087362,1.6134354333467142,1.0077767654829892,,,,,,0.022304599385039894,-0.14223920867348006,0.9570119720823943,-0.14073931181807064,0.05830567126910832,1.7043684716664274,0,0.9999984100091788,0
mocap_robot_moving_3,-2.2658238184379944,1.967755418049706,0.3529574645017659,-0.7323776455087362,1.6134354333467142,1.0077767654829892,,,,,,0.022304599385039894,-0.14223920867348006,0.9570119720823943,-0.13000109722598355,0.058551841504339466,1.706036510857461,0,0.9999999573205217,0
mocap_robot_moving_3,-2.174387511591429,1.9558117190499886,0.35351194142053566,-1.2977341883431697,0.7299096427024497,1.007569201349613,-0.5027538883406787,0.5350220643709652,1.4806847557082392,0,0.999999990307556,0.15084302566031535,-0.1583256440020898,0.9207421180649922,,,,,,0
mocap_robot_moving_3,-2.174387511591429,1.9558117190499886,0.35351194142053566,-1.2977341883431697,0.7299096427024497,1.007569201349613,-0.6707476874629988,0.7516114746381575,1.3785609264257934,0,0.949999990307556,0.15084302566031535,-0.1583256440020898,0.9207421180649922,,,,,,0
mocap_robot_moving_3,-2.174387511591429,1.9558117190499886,0.35351194142053566,-1.2977341883431697,0.7299096427024497,1.007569201349613,-1.314714358348131,1.5818585564199197,0.9870920584994616,0,0.899999990307556,0.15084302566031535,-0.1583256440020898,0.9207421180649922,0.33462178817000643,0.06754269275205727,1.8385679135337298,2,0.95166015625,1
mocap_robot_moving_3,-2.0489845264905853,1.9027895941439446,0.35360441649095975,-1.8241223691064852,0.24606309062829315,1.0112305572834952,,,,,,-0.3515160093546603,-0.6538798094358028,0.9576256927231582,0.33462178817000643,0.06754269275205728,1.8385679135337298,2,0.90166015625,1
mocap_robot_moving_3,-2.0489845264905853,1.9027895941439446,0.35360441649095975,-1.8241223691064852,0.24606309062829315,1.0112305572834952,,,,,,-0.3515160093546603,-0.6538798094358028,0.9576256927231582,0.3346217881700065,0.06754269275205728,1.8385679135337296,2,0.8516601562499999,1
mocap_robot_moving_3,-2.0489845264905853,1.9027895941439446,0.35360441649095975,-1.8241223691064852,0.24606309062829315,1.0112305572834952,,,,,,-0.3515160093546603,-0.6538798094358028,0.9576256927231582,0.33462178817000643,0.06754269275205727,1.8385679135337294,2,0.8016601562499999,1
mocap_robot_moving_3,-2.0489845264905853,1.9027895941439446,0.35360441649095975,-1.8241223691064852,0.24606309062829315,1.0112305572834952,,,,,,-0.3515160093546603,-0.6538798094358028,0.9576256927231582,0.33462178817000643,0.06754269275205727,1.8385679135337294,2,0.7516601562499998,1
mocap_robot_moving_3,-2.0489845264905853,1.9027895941439446,0.35360441649095975,-1.8241223691064852,0.24606309062829315,1.0112305572834952,,,,,,-0.3515160093546603,-0.6538798094358028,0.9576256927231582,0.33462178817000643,0.06754269275205728,1.8385679135337294,2,0.7016601562499998,1
